date,code,name,market,total_shares,foreign_shares,foreign_ratio
2026-01-08,3543,州巧,TWSE,89263150,7931845,8.88
2026-01-08,3545,敦泰,TWSE,221312881,30561723,13.8
2026-01-08,3550,聯穎,TWSE,107550000,2726978,2.53
2026-01-08,3557,嘉威,TWSE,84315435,1491953,1.76
2026-01-08,3563,牧德,TWSE,63960858,4189299,6.54
2026-01-08,3576,聯合再生,TWSE,1627795375,162322689,9.97
2026-01-08,3583,辛耘,TWSE,80328000,8778423,10.92
2026-01-08,3588,通嘉,TWSE,62014182,2067918,3.33
2026-01-08,3591,艾笛森,TWSE,145482435,4018468,2.76
2026-01-08,3592,瑞鼎,TWSE,75855226,13544924,17.85
2026-01-08,3593,力銘,TWSE,55825449,167997,0.3
2026-01-08,3596,智易,TWSE,220354321,92929630,42.17
2026-01-08,3605,宏致,TWSE,162353086,20252828,12.47
2026-01-08,3607,谷崧,TWSE,121662239,5756955,4.73
2026-01-08,3617,碩天,TWSE,94166049,8867301,9.41
2026-01-08,3622,洋華,TWSE,151327600,7591535,5.01
2026-01-08,3645,達邁,TWSE,136754207,11587734,8.47
2026-01-08,3652,精聯,TWSE,75097500,602794,0.8
2026-01-08,3653,健策,TWSE,142922005,38004772,26.59
2026-01-08,3661,世芯-KY,TWSE,80855695,38949835,48.17
2026-01-08,3665,貿聯-KY,TWSE,193969420,86493911,44.59
2026-01-08,3669,圓展,TWSE,92919950,1485560,1.59
2026-01-08,3673,TPK-KY,TWSE,406663759,169365073,41.64
2026-01-08,3679,新至陞,TWSE,63022229,5480265,8.69
2026-01-08,3686,達能,TWSE,76495118,1311395,1.71
2026-01-08,3694,海華,TWSE,154947208,12764092,8.23
2026-01-08,3701,大眾控,TWSE,236526612,11557825,4.88
2026-01-08,3702,大聯大,TWSE,1679056833,388476634,23.13
2026-01-08,3703,欣陸,TWSE,823215980,174894059,21.24
2026-01-08,3704,合勤控,TWSE,415444970,33337322,8.02
2026-01-08,3705,永信,TWSE,266422983,20415959,7.66
2026-01-08,3706,神達,TWSE,1327212468,137516542,10.36
2026-01-08,3708,上緯投控,TWSE,107275529,4815143,4.48
2026-01-08,3711,日月光投控,TWSE,4422175232,3458759443,78.21
2026-01-08,3712,永崴投控,TWSE,246242146,3663144,1.48
2026-01-08,3714,富采,TWSE,737940460,93771620,12.7
2026-01-08,3715,定穎投控,TWSE,283574584,46395451,16.36
2026-01-08,3716,中化控股,TWSE,149765614,11643668,7.77
2026-01-08,3717,聯嘉投控,TWSE,207845445,3429581,1.65
2026-01-08,4104,佳醫,TWSE,171567456,6515727,3.79
2026-01-08,4106,雃博,TWSE,100911557,1919829,1.9
2026-01-08,4108,懷特,TWSE,198618879,2113223,1.06
2026-01-08,4119,旭富,TWSE,119508634,6908308,5.78
2026-01-08,4133,亞諾法,TWSE,60553594,7604843,12.55
2026-01-08,4137,麗豐-KY,TWSE,82492350,46815987,56.75
2026-01-08,4142,國光生,TWSE,429507750,26399255,6.14
2026-01-08,4148,全宇生技-KY,TWSE,67235701,47687118,70.92
2026-01-08,4155,訊映,TWSE,144814164,1415744,0.97
2026-01-08,4164,承業醫,TWSE,185711966,49642979,26.73
2026-01-08,4190,佐登-KY,TWSE,61668812,37599241,60.96
2026-01-08,4306,炎洲,TWSE,676757216,32380343,4.78
2026-01-08,4414,如興,TWSE,263795773,69434017,26.32
2026-01-08,4426,利勤,TWSE,172677198,4519567,2.61
2026-01-08,4438,廣越,TWSE,113425455,1695673,1.49
2026-01-08,4439,冠星-KY,TWSE,38035800,23329755,61.33
2026-01-08,4440,宜新實業,TWSE,67598000,331641,0.49
2026-01-08,4441,振大環球,TWSE,68017578,1978002,2.9
2026-01-08,4526,東台,TWSE,254826461,11489821,4.5
2026-01-08,4532,瑞智,TWSE,504895105,88336276,17.49
2026-01-08,4536,拓凱,TWSE,90820000,13513055,14.87
2026-01-08,4540,全球傳動,TWSE,112140457,3123065,2.78
2026-01-08,4545,銘鈺,TWSE,77000000,24177143,31.39
2026-01-08,4551,智伸科,TWSE,115222498,57953806,50.29
2026-01-08,4552,力達-KY,TWSE,116000000,49920823,43.03
2026-01-08,4555,氣立,TWSE,69984037,2500888,3.57
2026-01-08,4557,永新-KY,TWSE,47971840,15994065,33.34
2026-01-08,4560,強信-KY,TWSE,68097240,58034789,85.22
2026-01-08,4562,穎漢,TWSE,87546000,728735,0.83
2026-01-08,4564,元翎,TWSE,232788303,5534387,2.37
2026-01-08,4566,時碩工業,TWSE,109809726,2268710,2.06
2026-01-08,4569,六方科-KY,TWSE,30600000,20674372,67.56
2026-01-08,4571,鈞興-KY,TWSE,53017115,32349788,61.01
2026-01-08,4572,駐龍,TWSE,40000000,1207859,3.01
2026-01-08,4576,大銀微系統,TWSE,119801848,1334886,1.11
2026-01-08,4581,光隆精密-KY,TWSE,33899000,8101505,23.89
2026-01-08,4583,台灣精銳,TWSE,80171351,1337686,1.66
2026-01-08,4585,達明,TWSE,102800000,240119,0.23
2026-01-08,4588,玖鼎電力,TWSE,42985000,1844133,4.29
2026-01-08,4720,德淵,TWSE,114516037,5431931,4.74
2026-01-08,4722,國精化,TWSE,101059159,2914393,2.88
2026-01-08,4736,泰博,TWSE,95374469,5826560,6.1
2026-01-08,4737,華廣,TWSE,67272653,16621370,24.7
2026-01-08,4739,康普,TWSE,118649269,9580039,8.07
2026-01-08,4746,台耀,TWSE,120255963,14116374,11.73
2026-01-08,4755,三福化,TWSE,100706000,20924051,20.77
2026-01-08,4763,材料*-KY,TWSE,989146670,463673792,46.87
2026-01-08,4764,雙鍵,TWSE,85542062,21856950,25.55
2026-01-08,4766,南寶,TWSE,120570780,19908099,16.51
2026-01-08,4770,上品,TWSE,79976000,5869713,7.33
2026-01-08,4771,望隼,TWSE,58044700,2565460,4.41
2026-01-08,4807,日成-KY,TWSE,38396032,28175356,73.38
2026-01-08,4904,遠傳,TWSE,3607025357,747682963,20.72
2026-01-08,4906,正文,TWSE,427594111,58218475,13.61
2026-01-08,4912,聯德控股-KY,TWSE,67093099,18575940,27.68
2026-01-08,4915,致伸,TWSE,471142824,214019618,45.42
2026-01-08,4916,事欣科,TWSE,110602900,3002384,2.71
2026-01-08,4919,新唐,TWSE,419765268,34081385,8.11
2026-01-08,4927,泰鼎-KY,TWSE,264937988,24772553,9.35
2026-01-08,4930,燦星網,TWSE,80000000,1631657,2.03
2026-01-08,4934,太極,TWSE,225000000,3831715,1.7
2026-01-08,4935,茂林-KY,TWSE,128864091,34756275,26.97
2026-01-08,4938,和碩,TWSE,2682200103,783509175,29.21
2026-01-08,4942,嘉彰,TWSE,142367613,9891856,6.94
2026-01-08,4943,康控-KY,TWSE,126694353,19777555,15.61
2026-01-08,4949,有成精密,TWSE,67050543,3282578,4.89
2026-01-08,4952,凌通,TWSE,108815816,6162383,5.66
2026-01-08,4956,光鋐,TWSE,100408236,8664114,8.62
2026-01-08,4958,臻鼎-KY,TWSE,956652509,624142506,65.24
2026-01-08,4960,誠美材,TWSE,571705388,101527859,17.75
2026-01-08,4961,天鈺,TWSE,121253603,22136122,18.25
2026-01-08,4967,十銓,TWSE,84963288,19047604,22.41
2026-01-08,4968,立積,TWSE,92209898,9188719,9.96
2026-01-08,4976,佳凌,TWSE,141351000,7124526,5.04
2026-01-08,4977,眾達-KY,TWSE,80189841,12630344,15.75
2026-01-08,4989,榮科,TWSE,137776500,3663521,2.65
2026-01-08,4994,傳奇,TWSE,66383400,1936869,2.91
2026-01-08,4999,鑫禾,TWSE,74417200,1209030,1.62
2026-01-08,5007,三星,TWSE,294940154,8421773,2.85
2026-01-08,5203,訊連,TWSE,79098800,13516074,17.08
2026-01-08,5215,科嘉-KY,TWSE,64337500,16236047,25.23
2026-01-08,5222,全訊,TWSE,90866968,3726692,4.1
2026-01-08,5225,東科-KY,TWSE,78416677,32481855,41.42
2026-01-08,5234,達興材料,TWSE,102715911,6514506,6.34
2026-01-08,5243,乙盛-KY,TWSE,168528915,95382615,56.59
2026-01-08,5244,弘凱,TWSE,68241899,1749705,2.56
2026-01-08,5258,虹堡,TWSE,110364894,4766750,4.31
2026-01-08,5269,祥碩,TWSE,74777129,9683491,12.94
2026-01-08,5283,禾聯碩,TWSE,87600510,1336387,1.52
2026-01-08,5284,jpp-KY,TWSE,50928860,27421252,53.84
2026-01-08,5285,界霖,TWSE,102040926,2168316,2.12
2026-01-08,5288,豐祥-KY,TWSE,69730022,41659686,59.74
2026-01-08,5292,華懋,TWSE,42108000,1323861,3.14
2026-01-08,5306,桂盟,TWSE,126000772,15650454,12.42
2026-01-08,5388,中磊,TWSE,300429542,62126363,20.67
2026-01-08,5434,崇越,TWSE,191332275,51722226,27.03
2026-01-08,5469,瀚宇博,TWSE,486166000,56991816,11.72
2026-01-08,5471,松翰,TWSE,167877062,19924273,11.86
2026-01-08,5484,慧友,TWSE,66801000,554538,0.83
2026-01-08,5515,建國,TWSE,201600084,19603038,9.72
2026-01-08,5519,隆大,TWSE,219197180,9643124,4.39
2026-01-08,5521,工信,TWSE,492280155,62648831,12.72
2026-01-08,5522,遠雄,TWSE,781596241,39106200,5.0
2026-01-08,5525,順天,TWSE,318105378,4944801,1.55
2026-01-08,5531,鄉林,TWSE,1077589245,29173806,2.7
2026-01-08,5533,皇鼎,TWSE,285244944,8349856,2.92
2026-01-08,5534,長虹,TWSE,290325960,37537485,12.92
2026-01-08,5538,東明-KY,TWSE,201203333,128184875,63.7
2026-01-08,5546,永固-KY,TWSE,82353402,44114491,53.56
2026-01-08,5607,遠雄港,TWSE,370552913,8501097,2.29
2026-01-08,5608,四維航,TWSE,389271614,18525848,4.75
2026-01-08,5706,鳳凰,TWSE,84910920,1352757,1.59
2026-01-08,5871,中租-KY,TWSE,1711421161,745802908,43.57
2026-01-08,5871A,中租-KY甲特,TWSE,150000000,1783235,1.18
2026-01-08,5876,上海商銀,TWSE,4861603140,2672186680,54.96
2026-01-08,5880,合庫金,TWSE,15680936914,2557888245,16.31
2026-01-08,5906,台南-KY,TWSE,35741412,6905301,19.32
2026-01-08,5907,大洋-KY,TWSE,195531000,105934120,54.17
2026-01-08,6005,群益證,TWSE,2170908097,385405099,17.75
2026-01-08,6024,群益期,TWSE,249937584,7744590,3.09
2026-01-08,6108,競國,TWSE,159899311,2594677,1.62
2026-01-08,6112,邁達特,TWSE,188357336,2609892,1.38
2026-01-08,6115,鎰勝,TWSE,187662154,9641850,5.13
2026-01-08,6116,彩晶,TWSE,2858654851,251545923,8.79
2026-01-08,6117,迎廣,TWSE,91516615,1232039,1.34
2026-01-08,6120,達運,TWSE,598999602,37113146,6.19
2026-01-08,6128,上福,TWSE,127588740,6148341,4.81
2026-01-08,6133,金橋,TWSE,117006294,6566510,5.61
2026-01-08,6136,富爾特,TWSE,115536412,5084712,4.4
2026-01-08,6139,亞翔,TWSE,233319058,74665284,32.0
2026-01-08,6141,柏承,TWSE,113354005,2376671,2.09
2026-01-08,6142,友勁,TWSE,330779215,5943883,1.79
2026-01-08,6152,百一,TWSE,167738463,1403424,0.83
2026-01-08,6153,嘉聯益,TWSE,636177694,58420418,9.18
2026-01-08,6155,鈞寶,TWSE,88023988,7213766,8.19
2026-01-08,6164,華興,TWSE,80000000,1043876,1.3
2026-01-08,6165,浪凡,TWSE,77752623,4445269,5.71
2026-01-08,6166,凌華,TWSE,217497257,30412705,13.98
2026-01-08,6168,宏齊,TWSE,206069801,8630215,4.18
2026-01-08,6176,瑞儀,TWSE,465027263,134546875,28.93
2026-01-08,6177,達麗,TWSE,471878411,37059000,7.85
2026-01-08,6183,關貿,TWSE,150000000,1380868,0.92
2026-01-08,6184,大豐電,TWSE,158261131,4361481,2.75
2026-01-08,6189,豐藝,TWSE,263779657,20542150,7.78
2026-01-08,6191,精成科,TWSE,499303000,37152931,7.44
2026-01-08,6192,巨路,TWSE,96155770,20691256,21.51
2026-01-08,6196,帆宣,TWSE,202204480,35552013,17.58
2026-01-08,6197,佳必琪,TWSE,122085882,6387900,5.23
2026-01-08,6201,亞弘電,TWSE,89200000,917848,1.02
2026-01-08,6202,盛群,TWSE,230388200,16587366,7.19
2026-01-08,6205,詮欣,TWSE,82235907,1530460,1.86
2026-01-08,6206,飛捷,TWSE,143062324,14467811,10.11
2026-01-08,6209,今國光,TWSE,174429171,17623499,10.1
2026-01-08,6213,聯茂,TWSE,362957218,34120046,9.4
2026-01-08,6214,精誠,TWSE,272243066,28424331,10.44
2026-01-08,6215,和椿,TWSE,82789693,4571845,5.52
2026-01-08,6216,居易,TWSE,96189637,2580519,2.68
2026-01-08,6224,聚鼎,TWSE,85645361,8070580,9.42
2026-01-08,6225,天瀚,TWSE,27800000,14191,0.05
2026-01-08,6226,光鼎,TWSE,115534789,817393,0.7
2026-01-08,6230,尼得科超眾,TWSE,86343396,75156919,87.04
2026-01-08,6235,華孚,TWSE,199906306,10294545,5.14
2026-01-08,6239,力成,TWSE,759146634,292724711,38.55
2026-01-08,6243,迅杰,TWSE,45268841,793267,1.75
2026-01-08,6257,矽格,TWSE,483912325,135366245,27.97
2026-01-08,6269,台郡,TWSE,323131481,55216509,17.08
2026-01-08,6271,同欣電,TWSE,209058024,52863337,25.28
2026-01-08,6272,驊陞,TWSE,81763948,1946067,2.38
2026-01-08,6277,宏正,TWSE,119471166,8068019,6.75
2026-01-08,6278,台表科,TWSE,292398353,59588175,20.37
2026-01-08,6281,全國電,TWSE,99172945,2162869,2.18
2026-01-08,6282,康舒,TWSE,856029125,76591367,8.94
2026-01-08,6283,淳安,TWSE,147906343,28845530,19.5
2026-01-08,6285,啟碁,TWSE,484020629,66671984,13.77
2026-01-08,6405,悅城,TWSE,65800000,1463688,2.22
2026-01-08,6409,旭隼,TWSE,87703566,50238106,57.28
2026-01-08,6412,群電,TWSE,400769126,26365816,6.57
2026-01-08,6414,樺漢,TWSE,137539720,31369928,22.8
2026-01-08,6415,矽力*-KY,TWSE,388056131,307156143,79.15
2026-01-08,6416,瑞祺電通,TWSE,73348460,2495607,3.4
2026-01-08,6423,億而得-創,TWSE,30014520,646022,2.15
2026-01-08,6426,統新,TWSE,38509000,2920296,7.58
2026-01-08,6431,光麗-KY,TWSE,97398835,55440708,56.92
2026-01-08,6438,迅得,TWSE,82206325,6063664,7.37
2026-01-08,6442,光聖,TWSE,78073288,25268812,32.36
2026-01-08,6443,元晶,TWSE,538691466,62689876,11.63
2026-01-08,6446,藥華藥,TWSE,379939370,74061740,19.49
2026-01-08,6449,鈺邦,TWSE,91918514,1334670,1.45
2026-01-08,6451,訊芯-KY,TWSE,107464800,67279850,62.6
2026-01-08,6456,GIS-KY,TWSE,337939800,166572529,49.29
2026-01-08,6464,台數科,TWSE,128781532,843352,0.65
2026-01-08,6472,保瑞,TWSE,124454023,12158563,9.76
2026-01-08,6477,安集,TWSE,123787196,2154326,1.74
2026-01-08,6491,晶碩,TWSE,78000000,6229334,7.98
2026-01-08,6504,南六,TWSE,72600000,952924,1.31
2026-01-08,6505,台塑化,TWSE,9525959652,573199063,6.01
2026-01-08,6515,穎崴,TWSE,36041642,7284301,20.21
2026-01-08,6525,捷敏-KY,TWSE,129047384,18342488,14.21
2026-01-08,6526,達發,TWSE,167505554,11236850,6.7
2026-01-08,6531,愛普*,TWSE,162492232,47327112,29.12
2026-01-08,6533,晶心科,TWSE,50650911,7690415,15.18
2026-01-08,6534,正瀚-創,TWSE,102800000,47981960,46.67
2026-01-08,6541,泰福-KY,TWSE,264680367,36764951,13.89
2026-01-08,6550,北極星藥業-KY,TWSE,770433022,501294615,65.06
2026-01-08,6552,易華電,TWSE,83000000,518067,0.62
2026-01-08,6558,興能高,TWSE,93788875,962778,1.02
2026-01-08,6573,虹揚-KY,TWSE,80499345,44151184,54.84
2026-01-08,6579,研揚,TWSE,169451221,4998238,2.94
2026-01-08,6581,鋼聯,TWSE,111270887,983926,0.88
2026-01-08,6582,申豐,TWSE,106174141,13856580,13.05
2026-01-08,6585,鼎基,TWSE,72133587,8969501,12.43
2026-01-08,6589,台康生技,TWSE,306600211,18368206,5.99
2026-01-08,6591,動力-KY,TWSE,41122465,9710334,23.61
2026-01-08,6592,和潤企業,TWSE,623150493,162193663,26.02
2026-01-08,6592A,和潤企業甲特,TWSE,50000000,26147,0.05
2026-01-08,6592B,和潤企業乙特,TWSE,50000000,40701,0.08
2026-01-08,6598,ABC-KY,TWSE,102787561,24043315,23.39
2026-01-08,6605,帝寶,TWSE,165816397,27238454,16.42
2026-01-08,6606,建德工業,TWSE,110303783,3250529,2.94
2026-01-08,6614,資拓宏宇,TWSE,80660521,339001,0.42
2026-01-08,6625,必應,TWSE,57972488,2067838,3.56
2026-01-08,6641,基士德-KY,TWSE,36500000,10807141,29.6
2026-01-08,6645,金萬林-創,TWSE,60864050,327693,0.53
2026-01-08,6655,科定,TWSE,80571817,352390,0.43
2026-01-08,6657,華安,TWSE,88658000,7405369,8.35
2026-01-08,6658,聯策,TWSE,36370000,407429,1.12
2026-01-08,6666,羅麗芬-KY,TWSE,47388000,35617958,75.16
2026-01-08,6668,中揚光,TWSE,107116087,11721812,10.94
2026-01-08,6669,緯穎,TWSE,185840791,60946635,32.79
2026-01-08,6670,復盛應用,TWSE,139386973,35311892,25.33
2026-01-08,6671,三能-KY,TWSE,60750000,30261670,49.81
2026-01-08,6672,騰輝電子-KY,TWSE,71434745,15389523,21.54
2026-01-08,6674,鋐寶科技,TWSE,68697659,317386,0.46
2026-01-08,6689,伊雲谷,TWSE,68000000,3174768,4.66
2026-01-08,6691,洋基工程,TWSE,121487209,19087576,15.71
2026-01-08,6695,芯鼎,TWSE,96459650,1673011,1.73
2026-01-08,6698,旭暉應材,TWSE,66389753,1402098,2.11
2026-01-08,6706,惠特,TWSE,78548865,4349049,5.53
2026-01-08,6715,嘉基,TWSE,66364505,1087355,1.63
2026-01-08,6719,力智,TWSE,105387289,9189699,8.71
2026-01-08,6742,澤米,TWSE,71267948,1090059,1.52
2026-01-08,6743,安普新,TWSE,150000000,6201107,4.13
2026-01-08,6753,龍德造船,TWSE,113137500,4342889,3.83
2026-01-08,6754,匯僑設計,TWSE,66000000,10203256,15.45
2026-01-08,6756,威鋒電子,TWSE,69868000,2118124,3.03
2026-01-08,6757,台灣虎航,TWSE,459530000,11894296,2.58
2026-01-08,6768,志強-KY,TWSE,200095061,118832359,59.38
2026-01-08,6770,力積電,TWSE,4188064801,649930694,15.51
2026-01-08,6771,平和環保-創,TWSE,31179500,91157,0.29
2026-01-08,6776,展碁國際,TWSE,91581430,1106362,1.2
2026-01-08,6781,AES-KY,TWSE,85418780,58590996,68.59
2026-01-08,6782,視陽,TWSE,63000000,4817597,7.64
2026-01-08,6789,采鈺,TWSE,318299119,10890130,3.42
2026-01-08,6790,永豐實,TWSE,267129021,3740452,1.4
2026-01-08,6792,詠業,TWSE,47875325,662553,1.38
2026-01-08,6794,向榮生技,TWSE,63567000,178222,0.28
2026-01-08,6796,晉弘,TWSE,38233970,5836458,15.26
2026-01-08,6799,來頡,TWSE,43705553,3720354,8.51
2026-01-08,6805,富世達,TWSE,68553896,10841852,15.81
2026-01-08,6806,森崴能源,TWSE,274642902,10500379,3.82
2026-01-08,6807,峰源-KY,TWSE,54000000,23656938,43.8
2026-01-08,6830,汎銓,TWSE,51781846,1918615,3.7
2026-01-08,6831,邁科,TWSE,67500000,4111455,6.09
2026-01-08,6834,天二科技,TWSE,88471082,9752345,11.02
2026-01-08,6835,圓裕,TWSE,66172297,4462256,6.74
2026-01-08,6838,台新藥,TWSE,150977100,2559816,1.69
2026-01-08,6854,錼創科技-KY創,TWSE,117678622,39814732,33.83
2026-01-08,6861,睿生光電,TWSE,41531650,814121,1.96
2026-01-08,6862,三集瑞-KY,TWSE,50000000,32214592,64.42
2026-01-08,6863,永道-KY,TWSE,74888000,52931024,70.68
2026-01-08,6869,雲豹能源,TWSE,137830041,2868067,2.08
2026-01-08,6873,泓德能源,TWSE,141872370,11530102,8.12
2026-01-08,6885,全福生技,TWSE,133214000,3861249,2.89
2026-01-08,6887,寶綠特-KY,TWSE,74116512,39292879,53.01
2026-01-08,6890,來億-KY,TWSE,249400000,218440422,87.58
2026-01-08,6901,鑽石投資,TWSE,851800000,4819122,0.56
2026-01-08,6902,GOGOLOOK,TWSE,35356638,1170257,3.3
2026-01-08,6906,現觀科,TWSE,33537400,3234432,9.64
2026-01-08,6909,創控,TWSE,67222200,5565678,8.27
2026-01-08,6914,阜爾運通,TWSE,66226000,1415790,2.13
2026-01-08,6916,華凌,TWSE,67500000,302048,0.44
2026-01-08,6918,愛派司,TWSE,34571000,171100,0.49
2026-01-08,6919,康霈*,TWSE,1550897860,203641627,13.13
2026-01-08,6921,嘉雨思-創,TWSE,31836941,9212941,28.93
2026-01-08,6923,中台,TWSE,91488000,2654335,2.9
2026-01-08,6924,榮惠-KY創,TWSE,20850000,16119450,77.31
2026-01-08,6928,攸泰科技,TWSE,86000000,430866,0.5
2026-01-08,6931,青松健康,TWSE,66152160,82420,0.12
2026-01-08,6933,AMAX-KY,TWSE,42355467,13306805,31.41
2026-01-08,6936,永鴻生技,TWSE,72759000,455068,0.62
2026-01-08,6937,天虹,TWSE,67576263,869786,1.28
2026-01-08,6944,兆聯實業,TWSE,76308312,10309414,13.51
2026-01-08,6949,沛爾生醫-創,TWSE,58609550,804899,1.37
2026-01-08,6951,青新-創,TWSE,46000000,404251,0.87
2026-01-08,6952,大武山,TWSE,68345000,148462,0.21
2026-01-08,6955,邦睿生技-創,TWSE,24800785,4367069,17.6
2026-01-08,6957,裕慶-KY,TWSE,55512950,3427969,6.17
2026-01-08,6958,日盛台駿,TWSE,403289360,1281243,0.31
2026-01-08,6958A,日盛台駿甲特,TWSE,40000000,105360,0.26
2026-01-08,6962,奕力-KY,TWSE,492396565,210054733,42.65
2026-01-08,6965,中傑-KY,TWSE,156336000,120740381,77.23
2026-01-08,6969,成信實業*-創,TWSE,38142903,100118,0.26
2026-01-08,6988,威力暘-創,TWSE,47600000,1905148,4.0
2026-01-08,6994,富威電力,TWSE,73828571,1318418,1.78
2026-01-08,7610,聯友金屬-創,TWSE,48600000,8121041,16.7
2026-01-08,7631,聚賢研發-創,TWSE,19800000,59061,0.29
2026-01-08,7705,三商餐飲,TWSE,66067304,1021919,1.54
2026-01-08,7711,永擎,TWSE,71754695,224387,0.31
2026-01-08,7721,微程式,TWSE,55370000,221100,0.39
2026-01-08,7722,LINEPAY,TWSE,68000000,40074577,58.93
2026-01-08,7730,暉盛-創,TWSE,36796731,427203,1.16
2026-01-08,7732,金興精密,TWSE,64680000,184305,0.28
2026-01-08,7736,虎山,TWSE,76000000,671030,0.88
2026-01-08,7740,熙特爾-創,TWSE,53200000,2817870,5.29
2026-01-08,7749,意騰-KY,TWSE,46485728,10738697,23.1
2026-01-08,7750,新代,TWSE,71843000,8404460,11.69
2026-01-08,7765,中華資安,TWSE,40677000,176687,0.43
2026-01-08,7769,鴻勁,TWSE,179930000,22630707,12.57
2026-01-08,7780,大研生醫,TWSE,81002417,2800039,3.45
2026-01-08,7786,東方風能,TWSE,175361444,1526592,0.87
2026-01-08,7788,松川精密,TWSE,79745993,3343937,4.19
2026-01-08,7791,皇家可口,TWSE,80000000,429229,0.53
2026-01-08,7799,禾榮科,TWSE,156487500,5642120,3.6
2026-01-08,8011,台通,TWSE,165921891,8398808,5.06
2026-01-08,8016,矽創,TWSE,120136876,33984165,28.28
2026-01-08,8021,尖點,TWSE,142042467,14413852,10.14
2026-01-08,8028,昇陽半導體,TWSE,172628033,25902241,15.0
2026-01-08,8033,雷虎,TWSE,152629775,5130013,3.36
2026-01-08,8039,台虹,TWSE,256650999,32887369,12.81
2026-01-08,8045,達運光電,TWSE,94996815,1399098,1.47
2026-01-08,8046,南電,TWSE,646165487,61784597,9.56
2026-01-08,8070,長華*,TWSE,725648455,41277016,5.68
2026-01-08,8072,陞泰,TWSE,80000000,2540688,3.17
2026-01-08,8081,致新,TWSE,86172072,18836733,21.85
2026-01-08,8101,華冠,TWSE,46466216,32748,0.07
2026-01-08,8103,瀚荃,TWSE,78436671,15485252,19.74
2026-01-08,8104,錸寶,TWSE,104058192,1024060,0.98
2026-01-08,8105,凌巨,TWSE,441544851,170109426,38.52
2026-01-08,8110,華東,TWSE,517739876,10662356,2.05
2026-01-08,8112,至上,TWSE,525291698,90765308,17.27
2026-01-08,8112A,至上甲特,TWSE,30000000,3455013,11.51
2026-01-08,8114,振樺電,TWSE,76384772,16488560,21.58
2026-01-08,8131,福懋科,TWSE,442222223,10774246,2.43
2026-01-08,8150,南茂,TWSE,704523126,270766121,38.43
2026-01-08,8162,微矽電子-創,TWSE,68702000,507421,0.73
2026-01-08,8163,達方,TWSE,280000001,20105553,7.18
2026-01-08,8201,無敵,TWSE,62366275,454833,0.72
2026-01-08,8210,勤誠,TWSE,125302665,21945045,17.51
2026-01-08,8213,志超,TWSE,271242488,51301664,18.91
2026-01-08,8215,明基材,TWSE,320674514,5029352,1.56
2026-01-08,8222,寶一,TWSE,68573500,1415083,2.06
2026-01-08,8249,菱光,TWSE,137824500,2523789,1.83
2026-01-08,8261,富鼎,TWSE,118792493,3158515,2.65
2026-01-08,8271,宇瞻,TWSE,128129266,9610079,7.5
2026-01-08,8341,日友,TWSE,130000000,6313762,4.85
2026-01-08,8367,建新國際,TWSE,92172031,1879262,2.03
2026-01-08,8374,羅昇,TWSE,112250487,2322246,2.06
2026-01-08,8404,百和興業-KY,TWSE,419933884,221144389,52.66
2026-01-08,8411,福貞-KY,TWSE,218404319,117074349,53.6
2026-01-08,8422,可寧衛*,TWSE,1136796050,56709402,4.98
2026-01-08,8429,金麗-KY,TWSE,185747151,57927405,31.18
2026-01-08,8438,昶昕,TWSE,69943000,524058,0.74
2026-01-08,8442,威宏-KY,TWSE,67476465,39120918,57.97
2026-01-08,8443,阿瘦,TWSE,66800000,2714793,4.06
2026-01-08,8454,富邦媒,TWSE,264975275,33652621,12.7
2026-01-08,8462,柏文,TWSE,79292063,2575564,3.24
2026-01-08,8463,潤泰材,TWSE,150000000,682924,0.45
2026-01-08,8464,億豐,TWSE,293020200,119800737,40.88
2026-01-08,8466,美吉吉-KY,TWSE,79825628,40115738,50.25
2026-01-08,8467,波力-KY,TWSE,50373575,22467474,44.6
2026-01-08,8473,山林水,TWSE,180852418,3782982,2.09
2026-01-08,8476,台境*,TWSE,166226358,1517667,0.91
2026-01-08,8478,東哥遊艇,TWSE,93972276,37725838,40.14
2026-01-08,8481,政伸,TWSE,66601866,186808,0.28
2026-01-08,8482,商億-KY,TWSE,107444000,98528349,91.7
2026-01-08,8487,愛爾達-創,TWSE,26535000,189647,0.71
2026-01-08,8488,吉源-KY,TWSE,73500000,51268167,69.75
2026-01-08,8499,鼎炫-KY,TWSE,41165557,29574656,71.84
2026-01-08,8926,台汽電,TWSE,730282000,68391597,9.36
2026-01-08,8940,新天地,TWSE,67491032,5675219,8.4
2026-01-08,8996,高力,TWSE,91471435,27419127,29.97
2026-01-08,9103,美德醫療-DR,TWSE,205531500,1413351,0.68
2026-01-08,9105,泰金寶-DR,TWSE,1655366936,8122793,0.49
2026-01-08,9110,越南控-DR,TWSE,54498500,26000,0.04
2026-01-08,9136,巨騰-DR,TWSE,159370000,3257000,2.04
2026-01-08,9802,鈺齊-KY,TWSE,200991673,86159195,42.86
2026-01-08,9902,台火,TWSE,98049600,2745188,2.79
2026-01-08,9904,寶成,TWSE,2946787213,1261026483,42.79
2026-01-08,9905,大華,TWSE,305000000,6537623,2.14
2026-01-08,9906,欣巴巴,TWSE,90376358,993794,1.09
2026-01-08,9907,統一實,TWSE,1579145342,274232530,17.36
2026-01-08,9908,大台北,TWSE,516358000,5556442,1.07
2026-01-08,9910,豐泰,TWSE,987482831,111871428,11.32
