date,code,name,market,total_shares,foreign_shares,foreign_ratio
2026-03-05,6706,惠特,TWSE,78548865,6508478,8.28
2026-03-05,6715,嘉基,TWSE,66364505,1984267,2.98
2026-03-05,6719,力智,TWSE,105387289,8216506,7.79
2026-03-05,6722,輝創,TWSE,88400000,2114000,2.39
2026-03-05,6742,澤米,TWSE,71267948,987842,1.38
2026-03-05,6743,安普新,TWSE,150000000,6196264,4.13
2026-03-05,6753,龍德造船,TWSE,113137500,4798771,4.24
2026-03-05,6754,匯僑設計,TWSE,66000000,10222463,15.48
2026-03-05,6756,威鋒電子,TWSE,69868000,2210459,3.16
2026-03-05,6757,台灣虎航,TWSE,459530000,8755633,1.9
2026-03-05,6768,志強-KY,TWSE,200095061,116889471,58.41
2026-03-05,6770,力積電,TWSE,4188064801,681992787,16.28
2026-03-05,6771,平和環保-創,TWSE,31179500,134956,0.43
2026-03-05,6776,展碁國際,TWSE,91581430,1060352,1.15
2026-03-05,6781,AES-KY,TWSE,85418780,58061478,67.97
2026-03-05,6782,視陽,TWSE,63000000,5492626,8.71
2026-03-05,6789,采鈺,TWSE,318299119,15493990,4.86
2026-03-05,6790,永豐實,TWSE,267129021,4367174,1.63
2026-03-05,6792,詠業,TWSE,47875325,522534,1.09
2026-03-05,6794,向榮生技,TWSE,63567000,295838,0.46
2026-03-05,6796,晉弘,TWSE,40233970,5962918,14.82
2026-03-05,6799,來頡,TWSE,43705553,3963117,9.06
2026-03-05,6805,富世達,TWSE,68553896,11718126,17.09
2026-03-05,6806,森崴能源,TWSE,274642902,6126879,2.23
2026-03-05,6807,峰源-KY,TWSE,54000000,23643837,43.78
2026-03-05,6830,汎銓,TWSE,51781846,3673658,7.09
2026-03-05,6831,邁科,TWSE,67500000,7230826,10.71
2026-03-05,6834,天二科技,TWSE,88471082,9897007,11.18
2026-03-05,6835,圓裕,TWSE,66172297,4348124,6.57
2026-03-05,6838,台新藥,TWSE,150977100,2597125,1.72
2026-03-05,6854,錼創科技-KY創,TWSE,117678622,38991729,33.13
2026-03-05,6861,睿生光電,TWSE,41531650,1650331,3.97
2026-03-05,6862,三集瑞-KY,TWSE,50000000,33168633,66.33
2026-03-05,6863,永道-KY,TWSE,74888000,52131000,69.61
2026-03-05,6869,雲豹能源,TWSE,137830041,2490796,1.8
2026-03-05,6873,泓德能源,TWSE,141872370,12014740,8.46
2026-03-05,6885,全福生技,TWSE,133214000,3702421,2.77
2026-03-05,6887,寶綠特-KY,TWSE,74116512,39398902,53.15
2026-03-05,6890,來億-KY,TWSE,249400000,217630277,87.26
2026-03-05,6901,鑽石投資,TWSE,851800000,4757921,0.55
2026-03-05,6902,GOGOLOOK,TWSE,35356638,1085871,3.07
2026-03-05,6906,現觀科,TWSE,33537400,3202093,9.54
2026-03-05,6909,創控,TWSE,67222200,5821187,8.65
2026-03-05,6914,阜爾運通,TWSE,66226000,1293720,1.95
2026-03-05,6916,華凌,TWSE,67500000,370471,0.54
2026-03-05,6918,愛派司,TWSE,34571000,265869,0.76
2026-03-05,6919,康霈*,TWSE,1550897860,210936457,13.6
2026-03-05,6921,嘉雨思-創,TWSE,31836941,9478885,29.77
2026-03-05,6923,中台,TWSE,91488000,2259052,2.46
2026-03-05,6924,榮惠-KY創,TWSE,20850000,16036869,76.91
2026-03-05,6928,攸泰科技,TWSE,86000000,459730,0.53
2026-03-05,6931,青松健康,TWSE,66152160,331816,0.5
2026-03-05,6933,AMAX-KY,TWSE,42355467,13226266,31.22
2026-03-05,6934,心誠鎂,TWSE,35972762,4405887,12.24
2026-03-05,6936,永鴻生技,TWSE,72759000,471937,0.64
2026-03-05,6937,天虹,TWSE,67576263,951614,1.4
2026-03-05,6944,兆聯實業,TWSE,76308312,10390489,13.61
2026-03-05,6949,沛爾生醫-創,TWSE,64797550,1682789,2.59
2026-03-05,6951,青新-創,TWSE,46000000,538701,1.17
2026-03-05,6952,大武山,TWSE,68345000,202586,0.29
2026-03-05,6955,邦睿生技-創,TWSE,24800785,4382492,17.67
2026-03-05,6957,裕慶-KY,TWSE,55512950,3311240,5.96
2026-03-05,6958,日盛台駿,TWSE,403289360,1572076,0.38
2026-03-05,6958A,日盛台駿甲特,TWSE,40000000,103858,0.25
2026-03-05,6962,奕力-KY,TWSE,492396565,208318600,42.3
2026-03-05,6965,中傑-KY,TWSE,156336000,120720083,77.21
2026-03-05,6969,成信實業*-創,TWSE,38142903,123453,0.32
2026-03-05,6988,威力暘-創,TWSE,47600000,1778683,3.73
2026-03-05,6994,富威電力,TWSE,73828571,3423621,4.63
2026-03-05,7610,聯友金屬-創,TWSE,48585456,8907980,18.33
2026-03-05,7631,聚賢研發-創,TWSE,19800000,85206,0.43
2026-03-05,7705,三商餐飲,TWSE,66067304,951279,1.43
2026-03-05,7711,永擎,TWSE,71734195,568023,0.79
2026-03-05,7721,微程式,TWSE,55370000,203191,0.36
2026-03-05,7722,LINEPAY,TWSE,68000000,39950650,58.75
2026-03-05,7730,暉盛-創,TWSE,36796731,469080,1.27
2026-03-05,7732,金興精密,TWSE,64680000,229439,0.35
2026-03-05,7736,虎山,TWSE,76000000,631969,0.83
2026-03-05,7740,熙特爾-創,TWSE,53200000,2480039,4.66
2026-03-05,7749,意騰-KY,TWSE,46485728,11193048,24.07
2026-03-05,7750,新代,TWSE,71843000,11028443,15.35
2026-03-05,7765,中華資安,TWSE,40677000,215389,0.52
2026-03-05,7769,鴻勁,TWSE,179930000,30795565,17.11
2026-03-05,7780,大研生醫*,TWSE,810024170,4886091,0.6
2026-03-05,7786,東方風能,TWSE,175361444,2357674,1.34
2026-03-05,7788,松川精密,TWSE,79745993,3474347,4.35
2026-03-05,7791,皇家可口,TWSE,80000000,309706,0.38
2026-03-05,7795,長廣,TWSE,78828500,3481588,4.41
2026-03-05,7799,禾榮科,TWSE,156487500,6465993,4.13
2026-03-05,7823,奧義賽博-KY創,TWSE,33490890,8565154,25.57
2026-03-05,8011,台通,TWSE,165921891,6792604,4.09
2026-03-05,8016,矽創,TWSE,120136876,35667880,29.68
2026-03-05,8021,尖點,TWSE,145042467,16750654,11.54
2026-03-05,8028,昇陽半導體,TWSE,172628033,23693610,13.72
2026-03-05,8033,雷虎,TWSE,152629775,3532067,2.31
2026-03-05,8039,台虹,TWSE,256650999,40291036,15.69
2026-03-05,8045,達運光電,TWSE,94996815,1063037,1.11
2026-03-05,8046,南電,TWSE,646165487,85327150,13.2
2026-03-05,8070,長華*,TWSE,725648455,56663283,7.8
2026-03-05,8072,陞泰,TWSE,80000000,2214976,2.76
2026-03-05,8081,致新,TWSE,86172072,20454679,23.73
2026-03-05,8101,華冠,TWSE,49466216,32641,0.06
2026-03-05,8103,瀚荃,TWSE,78436671,18231321,23.24
2026-03-05,8104,錸寶,TWSE,104058192,1287103,1.23
2026-03-05,8105,凌巨,TWSE,441544851,168479340,38.15
2026-03-05,8110,華東,TWSE,517739876,20015882,3.86
2026-03-05,8112,至上,TWSE,525291698,97923735,18.64
2026-03-05,8112A,至上甲特,TWSE,30000000,3452296,11.5
2026-03-05,8114,振樺電,TWSE,76384772,11209755,14.67
2026-03-05,8131,福懋科,TWSE,442222223,17326947,3.91
2026-03-05,8150,南茂,TWSE,704523126,304537064,43.22
2026-03-05,8162,微矽電子-創,TWSE,68702000,440944,0.64
2026-03-05,8163,達方,TWSE,280000001,19590014,6.99
2026-03-05,8201,無敵,TWSE,62366275,468008,0.75
2026-03-05,8210,勤誠,TWSE,125302665,19879443,15.86
2026-03-05,8213,志超,TWSE,271242488,59193031,21.82
2026-03-05,8215,明基材,TWSE,320674514,4821659,1.5
2026-03-05,8222,寶一,TWSE,68573500,1097601,1.6
2026-03-05,8249,菱光,TWSE,137824500,2014534,1.46
2026-03-05,8261,富鼎,TWSE,118792493,5261565,4.42
2026-03-05,8271,宇瞻,TWSE,128129266,12810120,9.99
2026-03-05,8341,日友,TWSE,130000000,5571075,4.28
2026-03-05,8367,建新國際,TWSE,92172031,1927436,2.09
2026-03-05,8374,羅昇,TWSE,112250487,2475907,2.2
2026-03-05,8404,百和興業-KY,TWSE,419933884,222283208,52.93
2026-03-05,8411,福貞-KY,TWSE,218404319,117283121,53.7
2026-03-05,8422,可寧衛*,TWSE,1136796050,73022762,6.42
2026-03-05,8429,金麗-KY,TWSE,185747151,56720203,30.53
2026-03-05,8438,昶昕,TWSE,69943000,760676,1.08
2026-03-05,8442,威宏-KY,TWSE,67476465,39062098,57.88
2026-03-05,8443,阿瘦,TWSE,66800000,2746854,4.11
2026-03-05,8454,富邦媒,TWSE,264975275,32920976,12.42
2026-03-05,8462,柏文,TWSE,79292063,3043330,3.83
2026-03-05,8463,潤泰材,TWSE,150000000,687794,0.45
2026-03-05,8464,億豐,TWSE,293020200,123590618,42.17
2026-03-05,8466,美吉吉-KY,TWSE,79825628,40113227,50.25
2026-03-05,8467,波力-KY,TWSE,50373575,22383417,44.43
2026-03-05,8473,山林水,TWSE,180852418,2825291,1.56
2026-03-05,8476,台境*,TWSE,166226358,1951031,1.17
2026-03-05,8478,東哥遊艇,TWSE,93972276,37658746,40.07
2026-03-05,8481,政伸,TWSE,66601866,251720,0.37
2026-03-05,8482,商億-KY,TWSE,107444000,98540546,91.71
2026-03-05,8487,愛爾達-創,TWSE,26535000,216028,0.81
2026-03-05,8488,吉源-KY,TWSE,73500000,51293521,69.78
2026-03-05,8499,鼎炫-KY,TWSE,41165557,29362643,71.32
2026-03-05,8926,台汽電,TWSE,730282000,70906081,9.7
2026-03-05,8940,新天地,TWSE,67491032,5681271,8.41
2026-03-05,8996,高力,TWSE,91471435,33257871,36.35
2026-03-05,9103,美德醫療-DR,TWSE,205531500,1729351,0.84
2026-03-05,9105,泰金寶-DR,TWSE,1655366936,9091036,0.54
2026-03-05,9110,越南控-DR,TWSE,54498500,26000,0.04
2026-03-05,9136,巨騰-DR,TWSE,158360000,3774000,2.38
2026-03-05,9802,鈺齊-KY,TWSE,200991673,81283493,40.44
2026-03-05,9902,台火,TWSE,98049600,2962044,3.02
2026-03-05,9904,寶成,TWSE,2946787213,1289568619,43.76
2026-03-05,9905,大華,TWSE,305000000,6713472,2.2
2026-03-05,9906,欣巴巴,TWSE,90376358,1244012,1.37
2026-03-05,9907,統一實,TWSE,1579145342,291376729,18.45
2026-03-05,9908,大台北,TWSE,516358000,5886744,1.14
2026-03-05,9910,豐泰,TWSE,987482831,112772855,11.42
2026-03-05,9911,櫻花,TWSE,222389584,42412271,19.07
2026-03-05,9912,偉聯,TWSE,54170569,8479659,15.65
2026-03-05,9914,美利達,TWSE,298983800,73431742,24.56
2026-03-05,9917,中保科,TWSE,451197093,175981260,39.0
2026-03-05,9918,欣天然,TWSE,180537453,4626215,2.56
2026-03-05,9919,康那香,TWSE,195362750,8573669,4.38
2026-03-05,9921,巨大,TWSE,392064626,102914923,26.24
2026-03-05,9924,福興,TWSE,150761736,16840123,11.17
2026-03-05,9925,新保,TWSE,387489605,69927807,18.04
2026-03-05,9926,新海,TWSE,179504075,592310,0.32
2026-03-05,9927,泰銘,TWSE,120000000,8405448,7.0
2026-03-05,9928,中視,TWSE,70724583,0,0.0
2026-03-05,9929,秋雨,TWSE,101280000,262379,0.25
2026-03-05,9930,中聯資源,TWSE,248540368,5097775,2.05
2026-03-05,9931,欣高,TWSE,120369303,616871,0.51
2026-03-05,9933,中鼎,TWSE,898193124,93105228,10.36
2026-03-05,9934,成霖,TWSE,411016962,55441289,13.48
2026-03-05,9935,慶豐富,TWSE,177838926,10014589,5.63
2026-03-05,9937,全國,TWSE,309043000,5315099,1.71
2026-03-05,9938,百和,TWSE,297963902,52469439,17.6
2026-03-05,9939,宏全,TWSE,295786475,41618618,14.07
2026-03-05,9940,信義,TWSE,736846500,29173359,3.95
2026-03-05,9941,裕融,TWSE,575636346,30075455,5.22
2026-03-05,9941A,裕融甲特,TWSE,100000000,8002,0.0
2026-03-05,9942,茂順,TWSE,83161320,3320766,3.99
2026-03-05,9943,好樂迪,TWSE,125171510,1321086,1.05
2026-03-05,9944,新麗,TWSE,105908100,1090791,1.02
2026-03-05,9945,潤泰新,TWSE,2844225086,270357112,9.5
2026-03-05,9946,三發地產,TWSE,326554150,6980805,2.13
2026-03-05,9955,佳龍,TWSE,104435829,5346288,5.11
2026-03-05,9958,世紀鋼,TWSE,246896665,30129820,12.2
2026-03-06,0000,,TWSE,0,0,0.0
2026-03-06,0002,,TWSE,0,0,0.0
2026-03-06,0003,,TWSE,0,0,0.0
2026-03-06,0004,,TWSE,0,0,0.0
2026-03-06,0005,,TWSE,0,0,0.0
2026-03-06,0050,元大台灣50,TWSE,17213000000,581296120,3.37
2026-03-06,0051,元大中型100,TWSE,24500000,137923,0.56
2026-03-06,0052,富邦科技,TWSE,2390500000,23251950,0.97
2026-03-06,0053,元大電子,TWSE,4988000,67592,1.35
2026-03-06,0055,元大MSCI金融,TWSE,80154000,419771,0.52
2026-03-06,0056,元大高股息,TWSE,13699534000,43311486,0.31
2026-03-06,0057,富邦摩台,TWSE,1527000,81106,5.31
2026-03-06,0061,元大寶滬深,TWSE,114616000,7067545,6.16
2026-03-06,00625K,富邦上証+R,TWSE,333000,0,0.0
2026-03-06,00631L,元大台灣50正2,TWSE,133084000,2824520,2.12
2026-03-06,00632R,元大台灣50反1,TWSE,1989207730,17996383,0.9
2026-03-06,00633L,富邦上証正2,TWSE,177958000,5015000,2.81
2026-03-06,00634R,富邦上証反1,TWSE,47256000,2279000,4.82
2026-03-06,00635U,期元大S&P黃金,TWSE,321514000,37968491,11.8
2026-03-06,00636,國泰中國A50,TWSE,123325000,852331,0.69
2026-03-06,00636K,國泰中國A50+U,TWSE,62100,0,0.0
2026-03-06,00637L,元大滬深300正2,TWSE,1140106000,30037600,2.63
2026-03-06,00638R,元大滬深300反1,TWSE,28948000,390000,1.34
2026-03-06,00639,富邦深100,TWSE,128903000,1680066,1.3
2026-03-06,00640L,富邦日本正2,TWSE,12419000,93500,0.75
2026-03-06,00641R,富邦日本反1,TWSE,79258000,60000,0.07
2026-03-06,00642U,期元大S&P石油,TWSE,297321000,8753929,2.94
2026-03-06,00643,群益深証中小,TWSE,94573000,13186000,13.94
2026-03-06,00643K,群益深証中小+R,TWSE,127000,0,0.0
2026-03-06,00645,富邦日本,TWSE,53997000,406509,0.75
2026-03-06,00646,元大S&P500,TWSE,517485000,8267448,1.59
2026-03-06,00647L,元大S&P500正2,TWSE,6916000,74136,1.07
2026-03-06,00648R,元大S&P500反1,TWSE,155688000,1081000,0.69
2026-03-06,00650L,復華香港正2,TWSE,118338000,1188000,1.0
2026-03-06,00651R,復華香港反1,TWSE,34192000,381000,1.11
2026-03-06,00652,富邦印度,TWSE,65535000,231229,0.35
2026-03-06,00653L,富邦印度正2,TWSE,17403000,191000,1.09
2026-03-06,00654R,富邦印度反1,TWSE,20466000,2000,0.0
2026-03-06,00655L,國泰中國A50正2,TWSE,87458000,2792290,3.19
2026-03-06,00656R,國泰中國A50反1,TWSE,20357000,56000,0.27
2026-03-06,00657,國泰日經225,TWSE,7584000,427699,5.63
2026-03-06,00657K,國泰日經225+U,TWSE,2900,0,0.0
2026-03-06,00660,元大歐洲50,TWSE,7531000,25361,0.33
2026-03-06,00661,元大日經225,TWSE,24425000,188014,0.76
2026-03-06,00662,富邦NASDAQ,TWSE,689029000,11152082,1.61
2026-03-06,00663L,國泰臺灣加權正2,TWSE,123663000,131625,0.1
2026-03-06,00664R,國泰臺灣加權反1,TWSE,774075000,0,0.0
2026-03-06,00665L,富邦恒生國企正2,TWSE,539465000,5857000,1.08
2026-03-06,00666R,富邦恒生國企反1,TWSE,15124000,1094000,7.23
2026-03-06,00668,國泰美國道瓊,TWSE,11033000,224065,2.03
2026-03-06,00668K,國泰美國道瓊+U,TWSE,2500,0,0.0
2026-03-06,00669R,國泰美國道瓊反1,TWSE,222117000,176000,0.07
2026-03-06,00670L,富邦NASDAQ正2,TWSE,94645000,200135,0.21
2026-03-06,00671R,富邦NASDAQ反1,TWSE,571884000,410000,0.07
2026-03-06,00673R,期元大S&P原油反1,TWSE,249550646,85750,0.03
2026-03-06,00674R,期元大S&P黃金反1,TWSE,99103000,1964000,1.98
2026-03-06,00675L,富邦臺灣加權正2,TWSE,114286000,9496658,8.3
2026-03-06,00676R,富邦臺灣加權反1,TWSE,147833683,794666,0.53
2026-03-06,00678,群益那斯達克生技,TWSE,7948000,138864,1.74
2026-03-06,00680L,元大美債20正2,TWSE,2381076000,68348060,2.87
2026-03-06,00681R,元大美債20反1,TWSE,7594000,1185000,15.6
2026-03-06,00682U,期元大美元指數,TWSE,7644000,167000,2.18
2026-03-06,00683L,期元大美元指正2,TWSE,12934000,473000,3.65
2026-03-06,00684R,期元大美元指反1,TWSE,10188000,0,0.0
2026-03-06,00685L,群益臺灣加權正2,TWSE,27639000,100529,0.36
2026-03-06,00686R,群益臺灣加權反1,TWSE,152776000,225000,0.14
2026-03-06,00688L,國泰20年美債正2,TWSE,1020615000,17673000,1.73
2026-03-06,00689R,國泰20年美債反1,TWSE,6889000,1341000,19.46
2026-03-06,00690,兆豐藍籌30,TWSE,78330000,240650,0.3
2026-03-06,00692,富邦公司治理,TWSE,648280000,857768,0.13
2026-03-06,00693U,期街口S&P黃豆,TWSE,98666000,3802020,3.85
2026-03-06,00700,富邦恒生國企,TWSE,45983000,5320663,11.57
2026-03-06,00701,國泰股利精選30,TWSE,192891000,1777556,0.92
2026-03-06,00702,國泰標普低波高息,TWSE,6688000,1177222,17.6
2026-03-06,00703,台新MSCI中國,TWSE,10550000,145000,1.37
2026-03-06,00706L,期元大S&P日圓正2,TWSE,182270853,435500,0.23
2026-03-06,00707R,期元大S&P日圓反1,TWSE,5855000,0,0.0
2026-03-06,00708L,期元大S&P黃金正2,TWSE,113573000,12759195,11.23
2026-03-06,00709,富邦歐洲,TWSE,17960000,130571,0.72
2026-03-06,00710B,復華彭博非投等債,TWSE,184261000,1397900,0.75
2026-03-06,00711B,復華彭博新興債,TWSE,1006261000,1213807,0.12
2026-03-06,00712,復華富時不動產,TWSE,4579011000,7006448,0.15
2026-03-06,00713,元大台灣高息低波,TWSE,2279512000,11410308,0.5
2026-03-06,00714,群益道瓊美國地產,TWSE,25067000,362500,1.44
2026-03-06,00715L,期街口布蘭特正2,TWSE,193191793,11213500,5.8
2026-03-06,00717,富邦美國特別股,TWSE,143605000,2120750,1.47
2026-03-06,00728,第一金工業30,TWSE,40923000,394615,0.96
2026-03-06,00730,富邦臺灣優質高息,TWSE,77544000,357825,0.46
2026-03-06,00731,復華富時高息低波,TWSE,30100000,739327,2.45
2026-03-06,00733,富邦臺灣中小,TWSE,105466000,2700755,2.56
2026-03-06,00735,國泰臺韓科技,TWSE,67289000,3678832,5.46
2026-03-06,00736,國泰新興市場,TWSE,6727000,1103094,16.39
2026-03-06,00737,國泰AI機器人,TWSE,24538000,168219,0.68
2026-03-06,00738U,期元大道瓊白銀,TWSE,287299000,14523966,5.05
2026-03-06,00739,元大MSCI A股,TWSE,27488000,627172,2.28
2026-03-06,00752,中信中國50,TWSE,313216000,3941526,1.25
2026-03-06,00753L,中信中國50正2,TWSE,756157000,28430000,3.75
2026-03-06,00757,統一FANG+,TWSE,353994000,2534206,0.71
2026-03-06,00762,元大全球AI,TWSE,51748000,1460523,2.82
2026-03-06,00763U,期街口道瓊銅,TWSE,77565000,1807814,2.33
2026-03-06,00770,國泰北美科技,TWSE,93458000,779482,0.83
2026-03-06,00771,元大US高息特別股,TWSE,14225000,53000,0.37
2026-03-06,00775B,新光投等債15+,TWSE,232100000,450000,0.19
2026-03-06,00783,富邦中証500,TWSE,10531000,462500,4.39
2026-03-06,00830,國泰費城半導體,TWSE,809465000,10824636,1.33
2026-03-06,00850,元大臺灣ESG永續,TWSE,436944000,1844217,0.42
2026-03-06,00851,台新全球AI,TWSE,6525000,61702,0.94
2026-03-06,00852L,國泰美國道瓊正2,TWSE,8365000,500000,5.97
2026-03-06,00861,元大全球未來通訊,TWSE,69412000,799387,1.15
2026-03-06,00865B,國泰US短期公債,TWSE,187744000,3558585,1.89
2026-03-06,00875,國泰網路資安,TWSE,14988000,873357,5.82
2026-03-06,00876,元大全球5G,TWSE,77024000,127211,0.16
2026-03-06,00878,國泰永續高股息,TWSE,19938790000,33845662,0.16
2026-03-06,00881,國泰台灣科技龍頭,TWSE,2411403000,14300726,0.59
2026-03-06,00882,中信中國高股息,TWSE,2169849000,4347889,0.2
2026-03-06,00885,富邦越南,TWSE,746238000,24225288,3.24
2026-03-06,00891,中信關鍵半導體,TWSE,1404590000,5566629,0.39
2026-03-06,00892,富邦台灣半導體,TWSE,245792000,1009169,0.41
2026-03-06,00893,國泰智能電動車,TWSE,401884000,1537162,0.38
2026-03-06,00894,中信小資高價30,TWSE,141009000,968310,0.68
2026-03-06,00895,富邦未來車,TWSE,166916000,590097,0.35
2026-03-06,00896,中信綠能及電動車,TWSE,278880000,492538,0.17
2026-03-06,00897,富邦基因免疫生技,TWSE,171512000,3284700,1.91
2026-03-06,00898,國泰基因免疫革命,TWSE,176476000,1198140,0.67
2026-03-06,00899,FT潔淨能源,TWSE,18135000,117188,0.64
2026-03-06,00900,富邦特選高股息30,TWSE,2221525000,10478896,0.47
2026-03-06,00901,永豐智能車供應鏈,TWSE,70349000,431100,0.61
2026-03-06,00902,中信電池及儲能,TWSE,308497000,2596762,0.84
2026-03-06,00903,富邦元宇宙,TWSE,64221000,644001,1.0
2026-03-06,00904,新光臺灣半導體30,TWSE,174612000,1300237,0.74
2026-03-06,00905,FT臺灣Smart,TWSE,363827000,894180,0.24
2026-03-06,00907,永豐優息存股,TWSE,179633000,945064,0.52
2026-03-06,00908,富邦入息REITs+,TWSE,38916000,679851,1.74
2026-03-06,00909,國泰數位支付服務,TWSE,197204000,5250523,2.66
2026-03-06,00910,第一金太空衛星,TWSE,89939000,1206957,1.34
2026-03-06,00911,兆豐洲際半導體,TWSE,18903000,520181,2.75
2026-03-06,00912,中信臺灣智慧50,TWSE,56753000,234024,0.41
2026-03-06,00913,兆豐台灣晶圓製造,TWSE,22766000,286857,1.26
2026-03-06,00915,凱基優選高股息30,TWSE,859983000,4914119,0.57
2026-03-06,00916,國泰全球品牌50,TWSE,68919000,1743423,2.52
2026-03-06,00917,中信特選金融,TWSE,72978000,1312582,1.79
2026-03-06,00918,大華優利高填息30,TWSE,3500764000,19037338,0.54
2026-03-06,00919,群益台灣精選高息,TWSE,17553635000,45855793,0.26
2026-03-06,00920,富邦ESG綠色電力,TWSE,16780000,480244,2.86
2026-03-06,00921,兆豐龍頭等權重,TWSE,74270000,2054236,2.76
2026-03-06,00922,國泰台灣領袖50,TWSE,1632186000,74097427,4.53
2026-03-06,00923,群益台ESG低碳50,TWSE,959423000,2190614,0.22
2026-03-06,00924,復華S&P500成長,TWSE,467603000,1271719,0.27
2026-03-06,00926,凱基全球菁英55,TWSE,91982000,640500,0.69
2026-03-06,00927,群益半導體收益,TWSE,596397000,4509765,0.75
2026-03-06,00929,復華台灣科技優息,TWSE,5953139000,38619838,0.64
2026-03-06,00930,永豐ESG低碳高息,TWSE,208779000,955249,0.45
2026-03-06,00932,兆豐永續高息等權,TWSE,216783000,1456425,0.67
2026-03-06,00934,中信成長高股息,TWSE,455026000,3264378,0.71
2026-03-06,00935,野村臺灣新科技50,TWSE,511504000,13168703,2.57
2026-03-06,00936,台新永續高息中小,TWSE,408797000,8152506,1.99
2026-03-06,00938,凱基優選30,TWSE,92016000,1197650,1.3
2026-03-06,00939,統一台灣高息動能,TWSE,1515976000,3379879,0.22
2026-03-06,00940,元大台灣價值高息,TWSE,8546865000,49891744,0.58
2026-03-06,00941,中信上游半導體,TWSE,490791000,1922258,0.39
2026-03-06,00943,兆豐電子高息等權,TWSE,44389000,1729330,3.89
2026-03-06,00944,野村趨勢動能高息,TWSE,76081000,1059794,1.39
2026-03-06,00945B,凱基美國非投等債,TWSE,938318000,28179914,3.0
2026-03-06,00946,群益科技高息成長,TWSE,621246000,1578658,0.25
2026-03-06,00947,台新臺灣IC設計,TWSE,217364000,4346611,1.99
2026-03-06,00949,復華日本龍頭,TWSE,208928000,691913,0.33
2026-03-06,00951,台新日本半導體,TWSE,258542000,3161978,1.22
2026-03-06,00952,凱基台灣AI50,TWSE,233275000,6520438,2.79
2026-03-06,00953B,群益優選非投等債,TWSE,4353175000,56386935,1.29
2026-03-06,00954,中信日本半導體,TWSE,108247000,1192923,1.1
2026-03-06,00956,中信日經高股息,TWSE,33130000,461565,1.39
2026-03-06,00960,野村全球航運龍頭,TWSE,92495000,1119855,1.21
2026-03-06,00961,FT臺灣永續高息,TWSE,144511000,1715000,1.18
2026-03-06,00962,台新AI優息動能,TWSE,52420000,617800,1.17
2026-03-06,00963,中信全球高股息,TWSE,92433000,1470950,1.59
2026-03-06,00964,中信亞太高股息,TWSE,41624000,840000,2.01
2026-03-06,00965,元大航太防衛科技,TWSE,732992000,12650508,1.72
2026-03-06,00971,野村美國研發龍頭,TWSE,90177000,501051,0.55
2026-03-06,00972,野村日本動能高息,TWSE,21172000,4061100,19.18
2026-03-06,00980A,主動野村臺灣優選,TWSE,703730000,3938023,0.55
2026-03-06,00981A,主動統一台股增長,TWSE,3699209000,24724926,0.66
2026-03-06,00981T,平衡凱基雙核收息,TWSE,184761000,1147000,0.62
2026-03-06,00982A,主動群益台灣強棒,TWSE,1971436000,15438737,0.78
2026-03-06,00982D,主動富邦動態入息,TWSE,98729000,9141000,9.25
2026-03-06,00982T,平衡兆豐台美動能,TWSE,26597000,354000,1.33
2026-03-06,00983A,主動中信ARK創新,TWSE,297686000,6149450,2.06
2026-03-06,00983D,主動富邦複合收益,TWSE,98697000,3839000,3.88
2026-03-06,00984A,主動安聯台灣高息,TWSE,352458000,3304510,0.93
2026-03-06,00984D,主動聯博全球非投,TWSE,147057000,859000,0.58
2026-03-06,00985A,主動野村台灣50,TWSE,523789000,4518640,0.86
2026-03-06,00985B,群益ESG投等債0-5,TWSE,508001000,17635900,3.47
2026-03-06,00986A,主動台新龍頭成長,TWSE,53327000,612423,1.14
2026-03-06,00987A,主動台新優勢成長,TWSE,125643000,3763000,2.99
2026-03-06,00988A,主動統一全球創新,TWSE,986437000,8959799,0.9
2026-03-06,00989A,主動摩根美國科技,TWSE,126117000,6267830,4.96
2026-03-06,00990A,主動元大AI新經濟,TWSE,1926022000,46306732,2.4
2026-03-06,00991A,主動復華未來50,TWSE,2183916000,42370030,1.94
2026-03-06,00992A,主動群益科技創新,TWSE,1135955000,16427650,1.44
2026-03-06,00993A,主動安聯台灣,TWSE,1346591000,13362330,0.99
2026-03-06,00994A,主動第一金台股優,TWSE,85690000,1863210,2.17
2026-03-06,00995A,主動中信台灣卓越,TWSE,324535000,9898500,3.05
2026-03-06,1101,台泥,TWSE,7523181742,1368641553,18.19
2026-03-06,1101B,台泥乙特,TWSE,200000000,87248,0.04
2026-03-06,1102,亞泥,TWSE,3546562881,599218671,16.89
2026-03-06,1103,嘉泥,TWSE,790247459,35609684,4.5
2026-03-06,1104,環泥,TWSE,686681816,111478112,16.23
2026-03-06,1108,幸福,TWSE,404738049,5382671,1.32
2026-03-06,1109,信大,TWSE,341158868,8073000,2.36
2026-03-06,1110,東泥,TWSE,572000797,34356642,6.0
2026-03-06,1201,味全,TWSE,506062914,27680533,5.46
2026-03-06,1203,味王,TWSE,240000000,4033015,1.68
2026-03-06,1210,大成,TWSE,894767222,91250895,10.19
2026-03-06,1213,大飲,TWSE,56622627,11151,0.01
2026-03-06,1215,卜蜂,TWSE,294790098,124439546,42.21
2026-03-06,1216,統一,TWSE,5682015421,1863576810,32.79
2026-03-06,1217,愛之味,TWSE,494513336,41651237,8.42
2026-03-06,1218,泰山,TWSE,499999038,17093960,3.41
