date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
5/14,2330,摩根大通,8440,6004,2885,3119,9.39,1,buy
5/14,2330,美商高盛,1480,944,2629,-1685,5.07,1,sell
5/14,2330,統一,5850,2356,213,2143,6.45,2,buy
5/14,2330,元大證券,9800,2540,3686,-1146,3.45,2,sell
5/14,2330,凱基,9200,1766,121,1645,4.95,3,buy
5/14,2330,花旗環球,1590,1392,2335,-943,2.84,3,sell
5/14,2330,群益金鼎,9100,1551,103,1448,4.36,4,buy
5/14,2330,永豐金證券,0039004100300030,163,1099,-936,2.82,4,sell
5/14,2330,法銀巴黎,8900,1357,179,1178,3.55,5,buy
5/14,2330,凱基-台北,9268,783,1538,-755,2.27,5,sell
5/14,2330,新加坡商瑞銀,1650,2941,1865,1076,3.24,6,buy
5/14,2330,香港上海匯豐,8960,358,901,-543,1.63,6,sell
5/14,2330,港商麥格理,1360,723,240,483,1.45,7,buy
5/14,2330,美林,1440,880,1309,-429,1.29,7,sell
5/14,2330,富邦證券,9600,471,293,178,0.54,8,buy
5/14,2330,台新,0039004200300030,85,447,-362,1.09,8,sell
5/14,2330,中國信託,6160,325,215,110,0.33,9,buy
5/14,2330,凱基-三多,9275,1,316,-315,0.95,9,sell
5/14,2330,兆豐證券,7000,107,19,88,0.26,10,buy
5/14,2330,宏遠證券,1260,128,374,-246,0.74,10,sell
5/14,2330,港商野村,1560,302,228,74,0.22,11,buy
5/14,2330,永豐金-匯立,0039004100380031,240,426,-186,0.56,11,sell
5/14,2330,康和,8450,55,7,48,0.14,12,buy
5/14,2330,元大-南海,0039003800300052,2,182,-180,0.54,12,sell
5/14,2330,玉山-信義,0038003800340043,76,33,43,0.13,13,buy
5/14,2330,宏遠-高雄,0031003200360051,1,128,-127,0.38,13,sell
5/14,2330,富邦-建國,9658,61,34,27,0.08,14,buy
5/14,2330,台灣摩根士丹利,1470,1739,1843,-104,0.31,14,sell
5/14,2330,元大-北三重,0039003800390056,29,5,24,0.07,15,buy
5/14,2330,國泰-敦南,8888,193,282,-89,0.27,15,sell
5/14,2317,台灣摩根士丹利,1470,5294,3613,1681,2.29,1,buy
5/14,2317,美商高盛,1480,933,11274,-10341,14.1,1,sell
5/14,2317,凱基,9200,1297,1,1296,1.77,2,buy
5/14,2317,港商野村,1560,21,5916,-5895,8.04,2,sell
5/14,2317,美林,1440,2845,1812,1033,1.41,3,buy
5/14,2317,新加坡商瑞銀,1650,2746,6811,-4065,5.54,3,sell
5/14,2317,第一金,5380,1050,24,1026,1.4,4,buy
5/14,2317,永豐金證券,0039004100300030,372,4043,-3671,5.0,4,sell
5/14,2317,台新-台北,0039004200320030,1037,26,1011,1.38,5,buy
5/14,2317,元大證券,9800,2893,5541,-2648,3.61,5,sell
