date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
4/20,2330,元大證券,9800,3312,915,2397,8.82,1,buy
4/20,2330,永豐金-匯立,0039004100380031,150,2214,-2064,7.6,1,sell
4/20,2330,富邦證券,9600,1385,606,779,2.87,2,buy
4/20,2330,法銀巴黎,8900,154,1286,-1132,4.17,2,sell
4/20,2330,凱基,9200,778,246,532,1.96,3,buy
4/20,2330,美商高盛,1480,670,1722,-1052,3.87,3,sell
4/20,2330,永豐金證券,0039004100300030,535,135,400,1.47,4,buy
4/20,2330,台灣摩根士丹利,1470,937,1863,-926,3.41,4,sell
4/20,2330,港商野村,1560,552,193,359,1.32,5,buy
4/20,2330,港商麥格理,1360,290,1123,-833,3.07,5,sell
4/20,2330,國泰證券,8880,280,18,262,0.96,6,buy
4/20,2330,香港上海匯豐,8960,82,644,-562,2.07,6,sell
4/20,2330,宏遠證券,1260,380,127,253,0.93,7,buy
4/20,2330,摩根大通,8440,1855,2222,-367,1.35,7,sell
4/20,2330,花旗環球,1590,597,370,227,0.84,8,buy
4/20,2330,兆豐證券,7000,63,356,-293,1.08,8,sell
4/20,2330,台新-文心,003900420032007a,111,5,106,0.39,9,buy
4/20,2330,美林,1440,1515,1748,-233,0.86,9,sell
4/20,2330,玉山證券,8840,134,28,106,0.39,10,buy
4/20,2330,統一,5850,370,601,-231,0.85,10,sell
4/20,2330,元大-羅東,0039003800320041,103,4,99,0.36,11,buy
4/20,2330,台新-台北,0039004200320030,9,134,-125,0.46,11,sell
4/20,2330,富邦-南港,0039003600320041,86,1,85,0.31,12,buy
4/20,2330,台新-五權西,0039004200320035,6,111,-105,0.39,12,sell
4/20,2330,新光,8560,158,87,71,0.26,13,buy
4/20,2330,福邦證券,6480,0,83,-83,0.31,13,sell
4/20,2330,華南永昌,9300,195,128,67,0.25,14,buy
4/20,2330,中國信託,6160,43,124,-81,0.3,14,sell
4/20,2330,國票-敦北法人,0037003700390063,74,9,65,0.24,15,buy
4/20,2330,群益金鼎,9100,34,109,-75,0.28,15,sell
4/20,2317,新加坡商瑞銀,1650,5489,63,5426,13.88,1,buy
4/20,2317,香港上海匯豐,8960,7,1796,-1789,4.57,1,sell
4/20,2317,凱基,9200,3411,6,3405,8.71,2,buy
4/20,2317,港商麥格理,1360,146,762,-616,1.58,2,sell
4/20,2317,摩根大通,8440,2636,527,2109,5.39,3,buy
4/20,2317,花旗環球,1590,804,1341,-537,1.37,3,sell
4/20,2317,凱基-台北,9268,2544,462,2082,5.32,4,buy
4/20,2317,國泰-敦南,8888,283,793,-510,1.3,4,sell
4/20,2317,元大證券,9800,2989,1272,1717,4.39,5,buy
4/20,2317,中國信託,6160,86,386,-300,0.77,5,sell
4/20,2317,美商高盛,1480,2233,1745,488,1.25,6,buy
4/20,2317,中國信託-高雄,003600310036004b,9,226,-217,0.55,6,sell
4/20,2317,港商野村,1560,468,5,463,1.18,7,buy
4/20,2317,新光,8560,139,329,-190,0.49,7,sell
4/20,2317,統一,5850,362,67,295,0.75,8,buy
4/20,2317,富邦-員林,9672,16,192,-176,0.45,8,sell
4/20,2317,台灣摩根士丹利,1470,4135,3874,261,0.67,9,buy
4/20,2317,兆豐-來福,0037003000300043,27,192,-165,0.42,9,sell
4/20,2317,永豐金證券,0039004100300030,448,254,194,0.5,10,buy
4/20,2317,統一-新竹,5857,54,218,-164,0.42,10,sell
4/20,2317,凱基-八德,003900320031004d,97,10,87,0.22,11,buy
4/20,2317,兆豐-三重,7008,265,420,-155,0.4,11,sell
4/20,2317,國票證券,7790,102,26,76,0.19,12,buy
4/20,2317,兆豐-忠孝,0037003000300061,28,166,-138,0.35,12,sell
4/20,2317,台新-大昌,0039004200320044,151,77,74,0.19,13,buy
4/20,2317,國泰-館前,0038003800380041,43,173,-130,0.33,13,sell
4/20,2317,美林,1440,1799,1735,64,0.16,14,buy
4/20,2317,國泰證券,8880,148,269,-121,0.31,14,sell
4/20,2317,群益金鼎,9100,98,38,60,0.15,15,buy
4/20,2317,元大-中壢,9834,16,136,-120,0.31,15,sell
4/20,2454,新加坡商瑞銀,1650,1604,803,801,6.87,1,buy
4/20,2454,群益金鼎,9100,93,1011,-918,7.88,1,sell
4/20,2454,富邦證券,9600,838,333,505,4.33,2,buy
4/20,2454,美商高盛,1480,521,1147,-626,5.37,2,sell
4/20,2454,摩根大通,8440,887,399,488,4.19,3,buy
4/20,2454,永豐金-匯立,0039004100380031,52,513,-461,3.96,3,sell
4/20,2454,美林,1440,393,175,218,1.87,4,buy
4/20,2454,台新,0039004200300030,48,401,-353,3.03,4,sell
4/20,2454,凱基-台北,9268,792,602,190,1.63,5,buy
4/20,2454,台灣摩根士丹利,1470,212,534,-322,2.76,5,sell
4/20,2454,台新-五權西,0039004200320035,175,2,173,1.48,6,buy
4/20,2454,凱基,9200,84,393,-309,2.65,6,sell
4/20,2454,台新-台北,0039004200320030,141,13,128,1.1,7,buy
4/20,2454,港商野村,1560,13,187,-174,1.49,7,sell
4/20,2454,統一-基隆,0035003800350041,107,0,107,0.92,8,buy
4/20,2454,元大證券,9800,595,736,-141,1.21,8,sell
4/20,2454,統一,5850,262,176,86,0.74,9,buy
4/20,2454,群益金鼎-大安,0039003100380065,1,93,-92,0.79,9,sell
4/20,2454,花旗環球,1590,382,300,82,0.7,10,buy
4/20,2454,中國信託,6160,34,105,-71,0.61,10,sell
4/20,2454,國泰證券,8880,148,67,81,0.69,11,buy
4/20,2454,永豐金證券,0039004100300030,105,172,-67,0.57,11,sell
4/20,2454,大和國泰,8890,67,0,67,0.57,12,buy
4/20,2454,統一-南京,0035003800350055,11,61,-50,0.43,12,sell
4/20,2454,兆豐證券,7000,64,9,55,0.47,13,buy
4/20,2454,元大-彰化,0039003800310047,4,50,-46,0.39,13,sell
4/20,2454,宏遠證券,1260,37,3,34,0.29,14,buy
4/20,2454,凱基-雙和,0039003200300043,2,36,-34,0.29,14,sell
4/20,2454,新光,8560,72,38,34,0.29,15,buy
4/20,2454,華南永昌,9300,20,51,-31,0.27,15,sell
4/20,2308,台灣摩根士丹利,1470,1428,235,1193,11.58,1,buy
4/20,2308,美林,1440,284,602,-318,3.09,1,sell
4/20,2308,美商高盛,1480,729,415,314,3.05,2,buy
4/20,2308,富邦證券,9600,175,470,-295,2.86,2,sell
4/20,2308,元大證券,9800,1123,933,190,1.84,3,buy
4/20,2308,元大-板橋,0039003800390043,46,305,-259,2.51,3,sell
4/20,2308,統一,5850,149,25,124,1.2,4,buy
4/20,2308,港商麥格理,1360,21,269,-248,2.41,4,sell
4/20,2308,國票-敦北法人,0037003700390063,77,4,73,0.71,5,buy
4/20,2308,永豐金-匯立,0039004100380031,68,268,-200,1.94,5,sell
4/20,2308,台新-府城,0039004200320039,81,10,71,0.69,6,buy
4/20,2308,第一金,5380,11,198,-187,1.82,6,sell
4/20,2308,永豐金-中正,0039004100390055,58,6,52,0.5,7,buy
4/20,2308,新加坡商瑞銀,1650,618,775,-157,1.52,7,sell
4/20,2308,第一金-光復,0035003300380043,51,0,51,0.5,8,buy
4/20,2308,香港上海匯豐,8960,6,155,-149,1.45,8,sell
4/20,2308,中國信託,6160,130,90,40,0.39,9,buy
4/20,2308,凱基,9200,68,211,-143,1.39,9,sell
4/20,2308,凱基-台北,9268,616,579,37,0.36,10,buy
4/20,2308,港商野村,1560,44,163,-119,1.16,10,sell
4/20,2308,統一-南京,0035003800350055,38,5,33,0.32,11,buy
4/20,2308,花旗環球,1590,75,148,-73,0.71,11,sell
4/20,2308,群益金鼎,9100,55,30,25,0.24,12,buy
4/20,2308,土銀,1030,53,123,-70,0.68,12,sell
4/20,2308,國泰-敦南,8888,133,109,24,0.23,13,buy
4/20,2308,永豐金-敦南,0039004100380046,13,74,-61,0.59,13,sell
4/20,2308,富邦-永和,9654,29,5,24,0.23,14,buy
4/20,2308,國泰證券,8880,13,69,-56,0.54,14,sell
4/20,2308,元大-館前,003900380034004b,23,3,20,0.19,15,buy
4/20,2308,群益金鼎-古亭,0039003100380043,9,48,-39,0.38,15,sell
4/20,2382,新加坡商瑞銀,1650,3864,635,3229,16.7,1,buy
4/20,2382,摩根大通,8440,267,1073,-806,4.17,1,sell
4/20,2382,台灣摩根士丹利,1470,2138,676,1462,7.56,2,buy
