date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
7/15,2330,元大證券,9800,3411,1808,1603,5.36,1,buy
7/15,2330,摩根大通,8440,2951,6238,-3287,10.99,1,sell
7/15,2330,凱基-台北,9268,1086,194,892,2.98,2,buy
7/15,2330,台灣摩根士丹利,1470,481,2919,-2438,8.15,2,sell
7/15,2330,國泰證券,8880,799,166,633,2.12,3,buy
7/15,2330,花旗環球,1590,752,1961,-1209,4.04,3,sell
7/15,2330,新加坡商瑞銀,1650,1761,1161,600,2.01,4,buy
7/15,2330,美林,1440,2003,2884,-881,2.95,4,sell
7/15,2330,港商野村,1560,692,120,572,1.91,5,buy
7/15,2330,凱基,9200,282,695,-413,1.38,5,sell
7/15,2330,港商麥格理,1360,803,310,493,1.65,6,buy
7/15,2330,香港上海匯豐,8960,195,567,-372,1.24,6,sell
7/15,2330,兆豐證券,7000,333,13,320,1.07,7,buy
7/15,2330,永豐金-匯立,0039004100380031,168,416,-248,0.83,7,sell
7/15,2330,元大-信義,003900380039006d,224,3,221,0.74,8,buy
7/15,2330,群益金鼎,9100,276,421,-145,0.48,8,sell
7/15,2330,中國信託,6160,585,381,204,0.68,9,buy
7/15,2330,凱基-中港,9202,3,110,-107,0.36,9,sell
7/15,2330,凱基-中山,9229,212,11,201,0.67,10,buy
7/15,2330,華南永昌,9300,75,181,-106,0.35,10,sell
7/15,2330,第一金,5380,118,1,117,0.39,11,buy
7/15,2330,富邦-台北,9623,24,96,-72,0.24,11,sell
7/15,2330,凱基-高美館,9215,133,16,117,0.39,12,buy
7/15,2330,台新-台北,0039004200320030,387,434,-47,0.16,12,sell
7/15,2330,中國信託-忠孝,6162,141,29,112,0.37,13,buy
7/15,2330,元大-士林,003900380031006a,16,60,-44,0.15,13,sell
7/15,2330,福邦證券,6480,105,0,105,0.35,14,buy
7/15,2330,華南永昌-南京,9326,15,50,-35,0.12,14,sell
7/15,2330,法銀巴黎,8900,117,16,101,0.34,15,buy
7/15,2330,台新,0039004200300030,74,107,-33,0.11,15,sell
7/15,2317,國泰證券,8880,3170,3,3167,8.77,1,buy
7/15,2317,台灣企銀,1110,3,1410,-1407,3.9,1,sell
7/15,2317,花旗環球,1590,2032,361,1671,4.63,2,buy
7/15,2317,富邦證券,9600,41,1210,-1169,3.24,2,sell
7/15,2317,大和國泰,8890,1342,0,1342,3.72,3,buy
7/15,2317,新加坡商瑞銀,1650,2151,3092,-941,2.61,3,sell
7/15,2317,港商野村,1560,1509,233,1276,3.53,4,buy
7/15,2317,港商麥格理,1360,94,944,-850,2.35,4,sell
7/15,2317,元大證券,9800,2622,1672,950,2.63,5,buy
7/15,2317,凱基-台北,9268,2785,3533,-748,2.07,5,sell
