date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
6/02,2330,美商高盛,1480,4297,1597,2700,8.55,1,buy
6/02,2330,新加坡商瑞銀,1650,2022,4860,-2838,8.98,1,sell
6/02,2330,美林,1440,1181,358,823,2.61,2,buy
6/02,2330,台灣摩根士丹利,1470,1852,2803,-951,3.01,2,sell
6/02,2330,元大證券,9800,3039,2397,642,2.03,3,buy
6/02,2330,國泰證券,8880,79,1015,-936,2.96,3,sell
6/02,2330,永豐金證券,0039004100300030,814,283,531,1.68,4,buy
6/02,2330,富邦證券,9600,235,1111,-876,2.77,4,sell
6/02,2330,永豐金-匯立,0039004100380031,819,384,435,1.38,5,buy
6/02,2330,港商麥格理,1360,126,824,-698,2.21,5,sell
6/02,2330,摩根大通,8440,2657,2249,408,1.29,6,buy
6/02,2330,花旗環球,1590,561,990,-429,1.36,6,sell
6/02,2330,統一,5850,509,246,263,0.83,7,buy
6/02,2330,兆豐-忠孝,0037003000300061,21,163,-142,0.45,7,sell
6/02,2330,法銀巴黎,8900,229,69,160,0.51,8,buy
6/02,2330,大和國泰,8890,8,111,-103,0.33,8,sell
6/02,2330,台新,0039004200300030,279,122,157,0.5,9,buy
6/02,2330,台新-台北,0039004200320030,23,118,-95,0.3,9,sell
6/02,2330,富邦-建國,9658,201,49,152,0.48,10,buy
6/02,2330,兆豐-鹿港,0037003000300066,5,66,-61,0.19,10,sell
6/02,2330,中國信託,6160,392,245,147,0.47,11,buy
6/02,2330,凱基-台北,9268,719,778,-59,0.19,11,sell
6/02,2330,宏遠證券,1260,202,99,103,0.33,12,buy
6/02,2330,彰銀,1230,11,60,-49,0.16,12,sell
6/02,2330,統一-仁愛,0035003800350063,108,6,102,0.32,13,buy
6/02,2330,新光,8560,179,226,-47,0.15,13,sell
6/02,2330,凱基-雙和,0039003200300043,100,6,94,0.3,14,buy
6/02,2330,元大-板橋,0039003800390043,17,62,-45,0.14,14,sell
6/02,2330,港商野村,1560,225,141,84,0.27,15,buy
6/02,2330,香港上海匯豐,8960,417,462,-45,0.14,15,sell
6/02,2317,美商高盛,1480,15112,941,14171,12.53,1,buy
6/02,2317,新加坡商瑞銀,1650,6731,8430,-1699,1.5,1,sell
6/02,2317,台灣摩根士丹利,1470,6326,1589,4737,4.19,2,buy
6/02,2317,凱基-台北,9268,4938,6300,-1362,1.2,2,sell
6/02,2317,元大證券,9800,13047,8969,4078,3.61,3,buy
6/02,2317,凱基,9200,206,1563,-1357,1.2,3,sell
6/02,2317,港商麥格理,1360,3227,20,3207,2.84,4,buy
6/02,2317,摩根大通,8440,4217,5110,-893,0.79,4,sell
6/02,2317,富邦證券,9600,1637,211,1426,1.26,5,buy
6/02,2317,國泰-敦南,8888,1632,2414,-782,0.69,5,sell
6/02,2317,花旗環球,1590,1714,364,1350,1.19,6,buy
6/02,2317,元大-新生,0039003800310058,30,719,-689,0.61,6,sell
6/02,2317,港商野村,1560,2098,877,1221,1.08,7,buy
6/02,2317,群益金鼎-中山,0039003100380048,10,674,-664,0.59,7,sell
6/02,2317,群益金鼎,9100,1730,510,1220,1.08,8,buy
6/02,2317,康和,8450,11,554,-543,0.48,8,sell
6/02,2317,台新-台北,0039004200320030,1162,62,1100,0.97,9,buy
6/02,2317,統一,5850,416,907,-491,0.43,9,sell
6/02,2317,香港上海匯豐,8960,1046,24,1022,0.9,10,buy
6/02,2317,群益金鼎-東湖,003900310038004b,72,537,-465,0.41,10,sell
6/02,2317,美林,1440,2287,1382,905,0.8,11,buy
6/02,2317,凱基-市政,9239,27,469,-442,0.39,11,sell
6/02,2317,大和國泰,8890,819,28,791,0.7,12,buy
6/02,2317,富邦-仁愛,9676,198,617,-419,0.37,12,sell
6/02,2317,兆豐-虎尾,0037003000300046,622,223,399,0.35,13,buy
6/02,2317,元大-中壢,9834,111,461,-350,0.31,13,sell
6/02,2317,元大-大天母,9893,462,73,389,0.34,14,buy
6/02,2317,新光,8560,498,846,-348,0.31,14,sell
6/02,2317,凱基-員林,9231,511,180,331,0.29,15,buy
6/02,2317,台新,0039004200300030,986,1287,-301,0.27,15,sell
6/02,2454,元大證券,9800,1677,1322,355,2.32,1,buy
6/02,2454,國泰證券,8880,52,688,-636,4.15,1,sell
6/02,2454,富邦證券,9600,397,102,295,1.93,2,buy
6/02,2454,新加坡商瑞銀,1650,520,1027,-507,3.31,2,sell
6/02,2454,凱基,9200,297,86,211,1.38,3,buy
6/02,2454,台灣摩根士丹利,1470,628,1037,-409,2.67,3,sell
6/02,2454,花旗環球,1590,257,55,202,1.32,4,buy
6/02,2454,群益金鼎,9100,59,343,-284,1.86,4,sell
6/02,2454,美商高盛,1480,1357,1179,178,1.16,5,buy
6/02,2454,香港上海匯豐,8960,255,531,-276,1.8,5,sell
6/02,2454,大和國泰,8890,77,0,77,0.5,6,buy
6/02,2454,港商麥格理,1360,3,254,-251,1.64,6,sell
6/02,2454,摩根大通,8440,1539,1462,77,0.5,7,buy
6/02,2454,富邦-仁愛,9676,30,236,-206,1.35,7,sell
6/02,2454,元大-復北,9872,77,7,70,0.46,8,buy
6/02,2454,凱基-台北,9268,506,691,-185,1.21,8,sell
6/02,2454,國泰-敦南,8888,214,147,67,0.44,9,buy
6/02,2454,華南永昌,9300,62,152,-90,0.59,9,sell
6/02,2454,永豐金證券,0039004100300030,260,194,66,0.43,10,buy
6/02,2454,統一,5850,113,203,-90,0.59,10,sell
6/02,2454,元大-松江,9801,65,3,62,0.41,11,buy
6/02,2454,美林,1440,442,530,-88,0.57,11,sell
6/02,2454,新光,8560,139,93,46,0.3,12,buy
6/02,2454,港商野村,1560,144,194,-50,0.33,12,sell
6/02,2454,群益金鼎-大安,0039003100380065,180,141,39,0.25,13,buy
6/02,2454,宏遠證券,1260,15,63,-48,0.31,13,sell
6/02,2454,兆豐-新竹,0037003000300056,47,11,36,0.24,14,buy
6/02,2454,統一-南京,0035003800350055,21,67,-46,0.3,14,sell
6/02,2454,玉山證券,8840,66,33,33,0.22,15,buy
6/02,2454,臺銀,1040,23,67,-44,0.29,15,sell
6/02,2308,新加坡商瑞銀,1650,2091,952,1139,9.33,1,buy
6/02,2308,國泰證券,8880,15,719,-704,5.77,1,sell
6/02,2308,港商麥格理,1360,692,323,369,3.02,2,buy
6/02,2308,美商高盛,1480,347,1045,-698,5.72,2,sell
6/02,2308,凱基,9200,348,90,258,2.11,3,buy
6/02,2308,香港上海匯豐,8960,72,627,-555,4.55,3,sell
6/02,2308,國泰-敦南,8888,188,74,114,0.93,4,buy
6/02,2308,台灣摩根士丹利,1470,456,875,-419,3.43,4,sell
6/02,2308,福邦證券,6480,91,5,86,0.7,5,buy
6/02,2308,群益金鼎-大安,0039003100380065,140,431,-291,2.38,5,sell
6/02,2308,台新,0039004200300030,102,22,80,0.66,6,buy
6/02,2308,永豐金證券,0039004100300030,73,357,-284,2.33,6,sell
6/02,2308,永豐金-匯立,0039004100380031,89,17,72,0.59,7,buy
6/02,2308,大和國泰,8890,22,238,-216,1.77,7,sell
6/02,2308,凱基-台北,9268,599,537,62,0.51,8,buy
6/02,2308,富邦證券,9600,109,316,-207,1.7,8,sell
6/02,2308,國票-敦北法人,0037003700390063,56,1,55,0.45,9,buy
6/02,2308,(牛牛牛)亞證券,6010,0,184,-184,1.51,9,sell
6/02,2308,美林,1440,229,185,44,0.36,10,buy
6/02,2308,群益金鼎,9100,53,218,-165,1.35,10,sell
6/02,2308,富邦-仁愛,9676,60,17,43,0.35,11,buy
6/02,2308,元大證券,9800,882,1043,-161,1.32,11,sell
6/02,2308,玉山證券,8840,62,24,38,0.31,12,buy
6/02,2308,花旗環球,1590,131,283,-152,1.24,12,sell
6/02,2308,新光,8560,72,39,33,0.27,13,buy
6/02,2308,港商野村,1560,60,198,-138,1.13,13,sell
6/02,2308,富邦-建國,9658,34,6,28,0.23,14,buy
6/02,2308,摩根大通,8440,551,686,-135,1.11,14,sell
6/02,2308,國泰-館前,0038003800380041,44,18,26,0.21,15,buy
6/02,2308,中國信託,6160,76,202,-126,1.03,15,sell
6/02,2382,群益金鼎,9100,24162,382,23780,15.69,1,buy
6/02,2382,摩根大通,8440,4773,13488,-8715,5.75,1,sell
6/02,2382,元大證券,9800,17341,12478,4863,3.21,2,buy
6/02,2382,凱基-台北,9268,6319,14186,-7867,5.19,2,sell
6/02,2382,玉山證券,8840,4237,340,3897,2.57,3,buy
6/02,2382,美林,1440,456,4852,-4396,2.9,3,sell
6/02,2382,兆豐證券,7000,4126,771,3355,2.21,4,buy
6/02,2382,富邦證券,9600,938,4878,-3940,2.6,4,sell
6/02,2382,新加坡商瑞銀,1650,7176,4649,2527,1.67,5,buy
6/02,2382,港商麥格理,1360,17,2371,-2354,1.55,5,sell
6/02,2382,中國信託-文心,6164,1647,217,1430,0.94,6,buy
6/02,2382,凱基,9200,117,1593,-1476,0.97,6,sell
6/02,2382,永豐金證券,0039004100300030,2182,930,1252,0.83,7,buy
6/02,2382,元大-士林,003900380031006a,78,1079,-1001,0.66,7,sell
6/02,2382,台新-台北,0039004200320030,1226,75,1151,0.76,8,buy
6/02,2382,國泰證券,8880,472,1355,-883,0.58,8,sell
6/02,2382,台灣摩根士丹利,1470,8942,7854,1088,0.72,9,buy
6/02,2382,統一,5850,784,1550,-766,0.51,9,sell
6/02,2382,花旗環球,1590,2033,962,1071,0.71,10,buy
6/02,2382,中國信託-松江,6167,33,520,-487,0.32,10,sell
6/02,2382,法銀巴黎,8900,460,54,406,0.27,11,buy
6/02,2382,元大-永和,9891,64,541,-477,0.31,11,sell
6/02,2382,永豐金-匯立,0039004100380031,392,9,383,0.25,12,buy
6/02,2382,港商野村,1560,3204,3514,-310,0.2,12,sell
6/02,2382,台新,0039004200300030,1277,899,378,0.25,13,buy
6/02,2382,華南永昌-大甲,9315,19,319,-300,0.2,13,sell
6/02,2382,香港上海匯豐,8960,419,182,237,0.16,14,buy
6/02,2382,兆豐-三民,0037003000300068,122,417,-295,0.19,14,sell
6/02,2382,大和國泰,8890,179,1,178,0.12,15,buy
6/02,2382,富邦-仁愛,9676,278,486,-208,0.14,15,sell
6/02,2891,國泰證券,8880,10833,302,10531,14.96,1,buy
6/02,2891,新加坡商瑞銀,1650,1176,7573,-6397,9.09,1,sell
6/02,2891,元大證券,9800,17016,6540,10476,14.88,2,buy
6/02,2891,台灣摩根士丹利,1470,1007,6856,-5849,8.31,2,sell
6/02,2891,花旗環球,1590,7778,388,7390,10.5,3,buy
6/02,2891,美商高盛,1480,2111,7577,-5466,7.77,3,sell
6/02,2891,永豐金-匯立,0039004100380031,5943,45,5898,8.38,4,buy
6/02,2891,凱基-台北,9268,2715,7546,-4831,6.86,4,sell
6/02,2891,香港上海匯豐,8960,5113,0,5113,7.26,5,buy
6/02,2891,摩根大通,8440,4386,8792,-4406,6.26,5,sell
6/02,2891,台新-台北,0039004200320030,3500,4,3496,4.97,6,buy
6/02,2891,美林,1440,1429,4089,-2660,3.78,6,sell
