date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
5/05,2330,港商麥格理,1360,2612,192,2420,9.99,1,buy
5/05,2330,台灣摩根士丹利,1470,523,3487,-2964,12.23,1,sell
5/05,2330,永豐金證券,0039004100300030,711,115,596,2.46,2,buy
5/05,2330,新加坡商瑞銀,1650,735,2696,-1961,8.09,2,sell
5/05,2330,統一,5850,617,32,585,2.41,3,buy
5/05,2330,摩根大通,8440,488,2285,-1797,7.42,3,sell
5/05,2330,中國信託,6160,702,205,497,2.05,4,buy
5/05,2330,美商高盛,1480,402,1908,-1506,6.21,4,sell
5/05,2330,凱基,9200,459,115,344,1.42,5,buy
5/05,2330,凱基-台北,9268,205,1674,-1469,6.06,5,sell
5/05,2330,兆豐-新竹,0037003000300056,248,11,237,0.98,6,buy
5/05,2330,富邦-南京,0039003600310043,18,615,-597,2.46,6,sell
5/05,2330,國泰證券,8880,267,32,235,0.97,7,buy
5/05,2330,港商野村,1560,371,934,-563,2.32,7,sell
5/05,2330,花旗環球,1590,603,382,221,0.91,8,buy
5/05,2330,永豐金-匯立,0039004100380031,408,932,-524,2.16,8,sell
5/05,2330,群益金鼎,9100,264,43,221,0.91,9,buy
5/05,2330,美林,1440,482,914,-432,1.78,9,sell
5/05,2330,國泰-敦南,8888,413,225,188,0.78,10,buy
5/05,2330,元大證券,9800,1480,1606,-126,0.52,10,sell
5/05,2330,法銀巴黎,8900,276,103,173,0.71,11,buy
5/05,2330,香港上海匯豐,8960,30,109,-79,0.33,11,sell
5/05,2330,(牛牛牛)亞證券,6010,200,31,169,0.7,12,buy
5/05,2330,凱基-永和,9207,8,80,-72,0.3,12,sell
5/05,2330,新光,8560,210,120,90,0.37,13,buy
5/05,2330,元大-館前,003900380034004b,38,109,-71,0.29,13,sell
5/05,2330,富邦證券,9600,250,165,85,0.35,14,buy
5/05,2330,元大-信義,003900380039006d,7,66,-59,0.24,14,sell
5/05,2330,永豐金-萬盛,0039004100390032,83,8,75,0.31,15,buy
5/05,2330,台新-西松,003900420032006e,14,41,-27,0.11,15,sell
5/05,2317,港商麥格理,1360,15805,167,15638,9.73,1,buy
5/05,2317,國泰-敦南,8888,825,3919,-3094,1.93,1,sell
5/05,2317,摩根大通,8440,18470,2917,15553,9.68,2,buy
5/05,2317,國泰證券,8880,334,1742,-1408,0.88,2,sell
