date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
7/30,2330,摩根大通,8440,5420,3693,1727,3.65,1,buy
7/30,2330,台灣摩根士丹利,1470,3309,6364,-3055,6.46,1,sell
7/30,2330,永豐金證券,0039004100300030,2052,417,1635,3.46,2,buy
7/30,2330,永豐金-匯立,0039004100380031,769,2574,-1805,3.82,2,sell
7/30,2330,法銀巴黎,8900,1167,81,1086,2.3,3,buy
7/30,2330,凱基-台北,9268,1661,3199,-1538,3.25,3,sell
7/30,2330,元大證券,9800,3246,2236,1010,2.14,4,buy
7/30,2330,花旗環球,1590,2077,2670,-593,1.25,4,sell
7/30,2330,國泰證券,8880,766,150,616,1.3,5,buy
7/30,2330,元大-土城永寧,9875,21,527,-506,1.07,5,sell
7/30,2330,美林,1440,3213,2642,571,1.21,6,buy
7/30,2330,新加坡商瑞銀,1650,3095,3442,-347,0.73,6,sell
7/30,2330,凱基-中山,9229,516,22,494,1.05,7,buy
7/30,2330,香港上海匯豐,8960,179,510,-331,0.7,7,sell
7/30,2330,港商野村,1560,754,302,452,0.96,8,buy
7/30,2330,宏遠證券,1260,33,336,-303,0.64,8,sell
7/30,2330,凱基,9200,673,237,436,0.92,9,buy
7/30,2330,大和國泰,8890,2,202,-200,0.42,9,sell
7/30,2330,富邦證券,9600,1161,789,372,0.79,10,buy
7/30,2330,美商高盛,1480,4204,4368,-164,0.35,10,sell
7/30,2330,合庫證券,1020,361,23,338,0.72,11,buy
7/30,2330,華南永昌-大安,9307,12,159,-147,0.31,11,sell
7/30,2330,港商麥格理,1360,917,652,265,0.56,12,buy
7/30,2330,元大-向上,9824,7,152,-145,0.31,12,sell
7/30,2330,統一,5850,358,105,253,0.54,13,buy
7/30,2330,中國信託,6160,148,271,-123,0.26,13,sell
7/30,2330,群益金鼎,9100,250,84,166,0.35,14,buy
7/30,2330,台新-九如,0039004200320031,9,114,-105,0.22,14,sell
7/30,2330,國票-敦北法人,0037003700390063,177,30,147,0.31,15,buy
7/30,2330,統一-新竹,5857,7,108,-101,0.21,15,sell
7/30,2317,元大證券,9800,7439,4978,2461,3.19,1,buy
7/30,2317,凱基-台北,9268,2548,14435,-11887,15.43,1,sell
7/30,2317,花旗環球,1590,1674,213,1461,1.9,2,buy
7/30,2317,美商高盛,1480,1891,11816,-9925,12.88,2,sell
7/30,2317,元大-府城,0039003800300075,1050,15,1035,1.34,3,buy
7/30,2317,新加坡商瑞銀,1650,2495,10098,-7603,9.87,3,sell
7/30,2317,美林,1440,3943,2972,971,1.26,4,buy
7/30,2317,台灣摩根士丹利,1470,2207,6625,-4418,5.73,4,sell
7/30,2317,統一,5850,1040,89,951,1.23,5,buy
7/30,2317,摩根大通,8440,2553,3836,-1283,1.67,5,sell
7/30,2317,永豐金證券,0039004100300030,985,152,833,1.08,6,buy
7/30,2317,法銀巴黎,8900,136,693,-557,0.72,6,sell
7/30,2317,國泰證券,8880,794,31,763,0.99,7,buy
7/30,2317,凱基,9200,602,1144,-542,0.7,7,sell
7/30,2317,國泰-敦南,8888,1080,442,638,0.83,8,buy
7/30,2317,玉山-大里,003800380034004a,115,485,-370,0.48,8,sell
7/30,2317,富邦-和美,0039003600310050,482,1,481,0.62,9,buy
7/30,2317,第一金,5380,17,362,-345,0.45,9,sell
7/30,2317,元大-左營,0039003800390044,429,35,394,0.51,10,buy
7/30,2317,港商野村,1560,116,404,-288,0.37,10,sell
7/30,2317,華南永昌,9300,457,76,381,0.49,11,buy
7/30,2317,台新-台北,0039004200320030,42,268,-226,0.29,11,sell
7/30,2317,凱基-松山,9217,353,18,335,0.43,12,buy
7/30,2317,臺銀,1040,77,237,-160,0.21,12,sell
7/30,2317,中國信託-新竹,6165,341,25,316,0.41,13,buy
7/30,2317,兆豐證券,7000,176,258,-82,0.11,13,sell
7/30,2317,新光,8560,530,224,306,0.4,14,buy
7/30,2317,中國信託-高雄,003600310036004b,145,223,-78,0.1,14,sell
7/30,2317,台新,0039004200300030,769,482,287,0.37,15,buy
7/30,2317,元大-信義安和,0039003800300052,37,107,-70,0.09,15,sell
7/30,2454,凱基,9200,815,25,790,5.61,1,buy
7/30,2454,摩根大通,8440,1188,2335,-1147,8.14,1,sell
7/30,2454,美林,1440,884,298,586,4.16,2,buy
7/30,2454,永豐金-匯立,0039004100380031,44,669,-625,4.44,2,sell
7/30,2454,花旗環球,1590,366,57,309,2.19,3,buy
7/30,2454,台灣摩根士丹利,1470,509,1112,-603,4.28,3,sell
7/30,2454,統一,5850,254,31,223,1.58,4,buy
7/30,2454,新加坡商瑞銀,1650,829,1176,-347,2.46,4,sell
7/30,2454,元大證券,9800,1312,1157,155,1.1,5,buy
7/30,2454,富邦證券,9600,397,628,-231,1.64,5,sell
7/30,2454,永豐金證券,0039004100300030,324,182,142,1.01,6,buy
7/30,2454,港商野村,1560,164,290,-126,0.89,6,sell
7/30,2454,法銀巴黎,8900,100,5,95,0.67,7,buy
7/30,2454,元大-土城永寧,9875,9,108,-99,0.7,7,sell
7/30,2454,凱基-中山,9229,108,14,94,0.67,8,buy
7/30,2454,大和國泰,8890,4,70,-66,0.47,8,sell
7/30,2454,凱基-站前,0039003200300046,75,11,64,0.45,9,buy
7/30,2454,台新-五權西,0039004200320035,2,63,-61,0.43,9,sell
7/30,2454,兆豐證券,7000,75,19,56,0.4,10,buy
7/30,2454,港商麥格理,1360,30,85,-55,0.39,10,sell
7/30,2454,華南永昌,9300,90,34,56,0.4,11,buy
7/30,2454,香港上海匯豐,8960,55,108,-53,0.38,11,sell
7/30,2454,第一金,5380,69,16,53,0.38,12,buy
7/30,2454,元大-員林中山,9835,12,25,-13,0.09,12,sell
7/30,2454,美好-富順,003500320036004b,73,26,47,0.33,13,buy
7/30,2454,富邦-敦南,9663,13,24,-11,0.08,13,sell
7/30,2454,康和,8450,58,12,46,0.33,14,buy
7/30,2454,台中銀-高雄,6116,8,18,-10,0.07,14,sell
7/30,2454,群益金鼎,9100,123,80,43,0.31,15,buy
7/30,2454,康和-板橋,0038003400350044,1,11,-10,0.07,15,sell
7/30,2308,法銀巴黎,8900,703,5,698,3.09,1,buy
7/30,2308,台灣摩根士丹利,1470,734,1978,-1244,5.5,1,sell
7/30,2308,摩根大通,8440,1704,1240,464,2.05,2,buy
7/30,2308,富邦證券,9600,742,1407,-665,2.94,2,sell
7/30,2308,美林,1440,1051,621,430,1.9,3,buy
7/30,2308,凱基-台北,9268,1213,1855,-642,2.84,3,sell
7/30,2308,永豐金證券,0039004100300030,1310,916,394,1.74,4,buy
7/30,2308,中國信託,6160,72,707,-635,2.81,4,sell
7/30,2308,國泰證券,8880,367,93,274,1.21,5,buy
7/30,2308,統一-內湖,0035003800350062,13,518,-505,2.23,5,sell
7/30,2308,元大證券,9800,3121,2885,236,1.04,6,buy
7/30,2308,元大-土城永寧,9875,6,507,-501,2.22,6,sell
7/30,2308,香港上海匯豐,8960,235,7,228,1.01,7,buy
7/30,2308,大和國泰,8890,78,345,-267,1.18,7,sell
7/30,2308,元大-南京,9862,165,13,152,0.67,8,buy
7/30,2308,永豐金-匯立,0039004100380031,380,553,-173,0.77,8,sell
7/30,2308,凱基,9200,222,81,141,0.62,9,buy
7/30,2308,港商野村,1560,103,263,-160,0.71,9,sell
7/30,2308,統一,5850,332,201,131,0.58,10,buy
7/30,2308,宏遠證券,1260,1,116,-115,0.51,10,sell
7/30,2308,國票-敦北法人,0037003700390063,131,4,127,0.56,11,buy
7/30,2308,兆豐證券,7000,36,143,-107,0.47,11,sell
7/30,2308,花旗環球,1590,327,227,100,0.44,12,buy
7/30,2308,永豐金-豐原,0039004100390051,14,62,-48,0.21,12,sell
7/30,2308,凱基-永和,9207,82,3,79,0.35,13,buy
7/30,2308,群益金鼎,9100,115,147,-32,0.14,13,sell
7/30,2308,新加坡商瑞銀,1650,921,846,75,0.33,14,buy
7/30,2308,台新-台北,0039004200320030,85,103,-18,0.08,14,sell
7/30,2308,凱基-中山,9229,94,22,72,0.32,15,buy
7/30,2308,國票-台南,0037003700390044,3,21,-18,0.08,15,sell
7/30,2382,國泰-敦南,8888,802,236,566,0.96,1,buy
7/30,2382,台灣摩根士丹利,1470,1418,7943,-6525,11.09,1,sell
7/30,2382,華南永昌-板橋,9349,535,1,534,0.91,2,buy
7/30,2382,花旗環球,1590,275,5838,-5563,9.45,2,sell
7/30,2382,凱基-中山,9229,537,21,516,0.88,3,buy
7/30,2382,港商麥格理,1360,465,5494,-5029,8.55,3,sell
7/30,2382,玉山證券,8840,566,53,513,0.87,4,buy
7/30,2382,元大證券,9800,5611,9302,-3691,6.27,4,sell
7/30,2382,凱基-士林,9238,510,1,509,0.86,5,buy
