date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
5/26,2330,永豐金-內湖,0039004100390067,550,25,525,2.01,1,buy
5/26,2330,美商高盛,1480,637,2892,-2255,8.65,1,sell
5/26,2330,香港上海匯豐,8960,1017,574,443,1.7,2,buy
5/26,2330,新加坡商瑞銀,1650,761,2086,-1325,5.08,2,sell
5/26,2330,國泰-敦南,8888,562,219,343,1.32,3,buy
5/26,2330,花旗環球,1590,132,1253,-1121,4.3,3,sell
5/26,2330,宏遠證券,1260,325,25,300,1.15,4,buy
5/26,2330,美林,1440,610,1660,-1050,4.03,4,sell
5/26,2330,新光,8560,332,139,193,0.74,5,buy
5/26,2330,元大證券,9800,699,1310,-611,2.34,5,sell
5/26,2330,第一金-高雄,5383,178,17,161,0.62,6,buy
5/26,2330,摩根大通,8440,1209,1737,-528,2.03,6,sell
5/26,2330,統一,5850,239,85,154,0.59,7,buy
5/26,2330,永豐金證券,0039004100300030,686,1131,-445,1.71,7,sell
5/26,2330,群益金鼎-敦南,9101,110,3,107,0.41,8,buy
5/26,2330,永豐金-匯立,0039004100380031,91,497,-406,1.56,8,sell
5/26,2330,富邦-台北,9623,133,28,105,0.4,9,buy
5/26,2330,法銀巴黎,8900,35,432,-397,1.52,9,sell
5/26,2330,康和,8450,165,61,104,0.4,10,buy
5/26,2330,國泰證券,8880,76,340,-264,1.01,10,sell
5/26,2330,群益金鼎,9100,143,39,104,0.4,11,buy
5/26,2330,大和國泰,8890,616,872,-256,0.98,11,sell
5/26,2330,富邦證券,9600,268,168,100,0.38,12,buy
5/26,2330,台新,0039004200300030,154,365,-211,0.81,12,sell
5/26,2330,中國信託-忠孝,6162,123,28,95,0.36,13,buy
5/26,2330,富邦-南京,0039003600310043,36,216,-180,0.69,13,sell
5/26,2330,國泰-板橋,003800380038004b,122,37,85,0.33,14,buy
5/26,2330,台灣摩根士丹利,1470,1287,1399,-112,0.43,14,sell
5/26,2330,國泰-台中,8882,145,60,85,0.33,15,buy
5/26,2330,凱基-雙和,0039003200300043,96,202,-106,0.41,15,sell
5/26,2317,摩根大通,8440,4887,521,4366,7.84,1,buy
5/26,2317,凱基-虎尾,9236,9,2368,-2359,4.24,1,sell
5/26,2317,美商高盛,1480,4616,601,4015,7.21,2,buy
5/26,2317,港商麥格理,1360,670,2243,-1573,2.83,2,sell
5/26,2317,台灣摩根士丹利,1470,2554,325,2229,4.0,3,buy
5/26,2317,元大證券,9800,3519,4843,-1324,2.38,3,sell
5/26,2317,新加坡商瑞銀,1650,3775,2878,897,1.61,4,buy
5/26,2317,凱基-台北,9268,2157,3232,-1075,1.93,4,sell
5/26,2317,富邦證券,9600,1976,1233,743,1.33,5,buy
5/26,2317,美林,1440,878,1725,-847,1.52,5,sell
5/26,2317,大昌-新店,6464,354,49,305,0.55,6,buy
5/26,2317,統一,5850,159,964,-805,1.45,6,sell
5/26,2317,永豐金證券,0039004100300030,665,389,276,0.5,7,buy
5/26,2317,凱基,9200,20,727,-707,1.27,7,sell
5/26,2317,香港上海匯豐,8960,370,120,250,0.45,8,buy
5/26,2317,中國信託,6160,427,961,-534,0.96,8,sell
5/26,2317,華南永昌-林口,9317,266,31,235,0.42,9,buy
5/26,2317,大和國泰,8890,0,450,-450,0.81,9,sell
5/26,2317,台新-五權西,0039004200320035,216,16,200,0.36,10,buy
5/26,2317,玉山-雙和,8841,24,470,-446,0.8,10,sell
5/26,2317,第一金-高雄,5383,510,316,194,0.35,11,buy
5/26,2317,富邦-頭份,0039003600320050,16,333,-317,0.57,11,sell
5/26,2317,新光,8560,422,259,163,0.29,12,buy
5/26,2317,台新-虎尾,003900420032004e,29,259,-230,0.41,12,sell
5/26,2317,元大-忠孝鼎富,0039003800320046,115,0,115,0.21,13,buy
5/26,2317,富邦-三重,9677,63,272,-209,0.38,13,sell
5/26,2317,永豐金-松山,0039004100390031,164,69,95,0.17,14,buy
5/26,2317,台中銀,6110,14,162,-148,0.27,14,sell
5/26,2317,台新-左楠,0039004200310064,133,52,81,0.15,15,buy
5/26,2317,統一-敦南,5852,14,157,-143,0.26,15,sell
5/26,2454,元大證券,9800,2574,1627,947,4.85,1,buy
5/26,2454,美林,1440,766,3046,-2280,11.68,1,sell
5/26,2454,摩根大通,8440,1707,1089,618,3.17,2,buy
5/26,2454,台新-台北,0039004200320030,43,810,-767,3.93,2,sell
5/26,2454,永豐金-匯立,0039004100380031,419,24,395,2.02,3,buy
5/26,2454,富邦證券,9600,200,793,-593,3.04,3,sell
5/26,2454,群益金鼎-大安,0039003100380065,510,173,337,1.73,4,buy
5/26,2454,凱基-城中,9227,9,378,-369,1.89,4,sell
5/26,2454,群益金鼎,9100,484,190,294,1.51,5,buy
5/26,2454,花旗環球,1590,93,447,-354,1.81,5,sell
5/26,2454,香港上海匯豐,8960,224,6,218,1.12,6,buy
5/26,2454,統一,5850,158,373,-215,1.1,6,sell
5/26,2454,新加坡商瑞銀,1650,356,208,148,0.76,7,buy
5/26,2454,凱基-信義,9216,15,117,-102,0.52,7,sell
5/26,2454,大和國泰,8890,153,6,147,0.75,8,buy
5/26,2454,國票-敦北法人,0037003700390063,50,122,-72,0.37,8,sell
5/26,2454,港商麥格理,1360,212,83,129,0.66,9,buy
5/26,2454,統一-城中,5854,56,121,-65,0.33,9,sell
5/26,2454,永豐金證券,0039004100300030,219,124,95,0.49,10,buy
5/26,2454,港商野村,1560,166,227,-61,0.31,10,sell
5/26,2454,凱基-台北,9268,1074,989,85,0.44,11,buy
5/26,2454,永豐金-敦北,0039004100380039,11,62,-51,0.26,11,sell
5/26,2454,台新,0039004200300030,119,42,77,0.39,12,buy
5/26,2454,國票-安和,003700370039005a,103,149,-46,0.24,12,sell
5/26,2454,華南永昌,9300,113,39,74,0.38,13,buy
5/26,2454,台新-西松,003900420032006e,68,98,-30,0.15,13,sell
5/26,2454,凱基-永和,9207,75,1,74,0.38,14,buy
5/26,2454,統一-士林,003500380035004d,18,42,-24,0.12,14,sell
5/26,2454,國泰-敦南,8888,251,182,69,0.35,15,buy
5/26,2454,元大-鳳山,003900380033005a,4,28,-24,0.12,15,sell
5/26,2308,摩根大通,8440,1107,506,601,5.05,1,buy
5/26,2308,新加坡商瑞銀,1650,683,1026,-343,2.88,1,sell
5/26,2308,永豐金證券,0039004100300030,506,47,459,3.86,2,buy
5/26,2308,凱基,9200,14,225,-211,1.77,2,sell
5/26,2308,港商野村,1560,485,65,420,3.53,3,buy
5/26,2308,土銀,1030,0,187,-187,1.57,3,sell
5/26,2308,大和國泰,8890,420,0,420,3.53,4,buy
5/26,2308,凱基-台北,9268,520,676,-156,1.31,4,sell
5/26,2308,香港上海匯豐,8960,379,5,374,3.14,5,buy
5/26,2308,國泰-敦南,8888,119,240,-121,1.02,5,sell
5/26,2308,元大證券,9800,999,642,357,3.0,6,buy
5/26,2308,第一金-中山,5389,17,115,-98,0.82,6,sell
5/26,2308,台灣摩根士丹利,1470,794,473,321,2.7,7,buy
5/26,2308,元大-板橋,0039003800390043,3,66,-63,0.53,7,sell
5/26,2308,群益金鼎,9100,264,25,239,2.01,8,buy
5/26,2308,元大-北屯,0039003800390064,9,61,-52,0.44,8,sell
5/26,2308,美商高盛,1480,492,362,130,1.09,9,buy
5/26,2308,玉山-高雄,8843,10,54,-44,0.37,9,sell
5/26,2308,群益金鼎-大安,0039003100380065,325,198,127,1.07,10,buy
5/26,2308,玉山證券,8840,17,59,-42,0.35,10,sell
5/26,2308,國泰證券,8880,175,59,116,0.97,11,buy
5/26,2308,華南永昌,9300,41,81,-40,0.34,11,sell
5/26,2308,(牛牛牛)亞證券,6010,100,0,100,0.84,12,buy
