date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
6/15,2330,新加坡商瑞銀,1650,3840,1080,2760,9.85,1,buy
6/15,2330,台灣摩根士丹利,1470,1415,2209,-794,2.83,1,sell
6/15,2330,元大證券,9800,2893,478,2415,8.62,2,buy
6/15,2330,凱基,9200,133,655,-522,1.86,2,sell
6/15,2330,凱基-台北,9268,2489,600,1889,6.74,3,buy
6/15,2330,國泰-敦南,8888,125,523,-398,1.42,3,sell
6/15,2330,美商高盛,1480,2943,1514,1429,5.1,4,buy
6/15,2330,香港上海匯豐,8960,83,339,-256,0.91,4,sell
6/15,2330,美林,1440,1810,804,1006,3.59,5,buy
6/15,2330,港商麥格理,1360,124,343,-219,0.78,5,sell
6/15,2330,摩根大通,8440,3324,2539,785,2.8,6,buy
6/15,2330,中國信託,6160,78,249,-171,0.61,6,sell
6/15,2330,港商野村,1560,608,153,455,1.62,7,buy
6/15,2330,花旗環球,1590,914,1079,-165,0.59,7,sell
6/15,2330,群益金鼎-敦南,9101,338,21,317,1.13,8,buy
6/15,2330,新光,8560,77,209,-132,0.47,8,sell
6/15,2330,富邦證券,9600,394,102,292,1.04,9,buy
6/15,2330,國票證券,7790,7,134,-127,0.45,9,sell
6/15,2330,永豐金-內湖,0039004100390067,310,38,272,0.97,10,buy
6/15,2330,國泰-台中,8882,20,134,-114,0.41,10,sell
6/15,2330,永豐金證券,0039004100300030,579,377,202,0.72,11,buy
6/15,2330,台新-城中,0039004200320045,9,113,-104,0.37,11,sell
6/15,2330,台新-台北,0039004200320030,135,31,104,0.37,12,buy
6/15,2330,富邦-仁愛,9676,12,110,-98,0.35,12,sell
6/15,2330,永豐金-萬盛,0039004100390032,104,19,85,0.3,13,buy
6/15,2330,華南永昌-中正,9359,3,94,-91,0.32,13,sell
6/15,2330,統一,5850,142,94,48,0.17,14,buy
6/15,2330,國泰-板橋,003800380038004b,16,96,-80,0.29,14,sell
6/15,2330,國泰證券,8880,93,50,43,0.15,15,buy
6/15,2330,台中銀,6110,21,100,-79,0.28,15,sell
6/15,2317,美商高盛,1480,11014,824,10190,18.63,1,buy
6/15,2317,新加坡商瑞銀,1650,1341,4265,-2924,5.35,1,sell
6/15,2317,美林,1440,7102,5427,1675,3.06,2,buy
6/15,2317,台灣摩根士丹利,1470,293,2420,-2127,3.89,2,sell
6/15,2317,凱基,9200,1238,188,1050,1.92,3,buy
6/15,2317,元大-和平,9863,21,2049,-2028,3.71,3,sell
6/15,2317,花旗環球,1590,1341,672,669,1.22,4,buy
